"X_BNG","Y_BNG"
346260.3,183969.5
527400.9,440789.9
528525.7,439138
529722,437540.4
530832.4,435877
532029.7,434275.7
533311.9,432741.7
534481.8,431129.1
535729.9,429567.3
536875.1,427929.5
538137.5,426380.6
344681.4,182774.4
539329.3,424779.2
540564.8,423209.3
541739.1,421590.8
542619.8,419795.7
543269,417916.2
543875,416021.3
544066.5,414039.8
543184.6,412255.9
542002,410648.1
540173.3,409932.4
342907.1,181881.1
538386,410499.8
539220,412207.2
540153.5,413799.1
538664.8,415119.7
536948.6,416131.6
535023.4,416652.6
533122,416256.1
531255.4,415569.5
529504.3,414635.5
527598.3,414864.1
341050.3,181192.4
525820.4,415780
524203,416943.5
522594.4,418126.2
520956.4,419264.3
520440.7,417625.9
522100.2,416512.2
523835.8,415518.5
525577.8,414537.2
527374.2,413658.1
529295.6,413162.3
339168.5,180568.6
530760.7,411817.8
532168.2,410436.2
533386.4,408865.7
534709.3,407369.2
536195.1,406166.6
538035.7,405537.2
539668.9,405026
541551.2,404432.9
543150.6,403258.2
544641,401997.6
337301.8,179913.3
545707.9,400333.6
546635.1,398617.2
547577.1,396938.3
548436.3,395172
549131.7,393360.8
549654.9,391469.7
550580.7,389700
551701.6,388054.9
552597,386272.5
553476.5,384482.3
335408.6,180388.7
554193.2,382616.9
555131.9,380860.1
556136.6,379132.2
556886.6,377280.2
557595.5,375413.6
558195.5,373514.4
558544.7,371563.9
559223.3,369685
559442.8,367724.1
559290.1,365730.3
333410.7,180373.4
559136.8,363736.3
559138.5,361744.8
558731.1,359805.2
558696.4,357823.9
557652.7,356181
555898.7,355380
554305.1,354427.5
553047.3,352892.5
551765.9,351428.6
550244.4,350157.7
331707.5,180331.9
548673.7,348941.2
547260,347575.4
545951.5,346107
544768,344509.7
543609.4,342896.2
542677.7,341146.6
541660.7,339466.3
540993.4,337618.3
541425.7,336777
543347.9,336316.8
148899.2,25552
136089.5,36814.3
330042.2,179231.7
545242.3,335714.4
546954.9,334763.5
548324.1,333384.8
549270,331729.6
550094.9,329971.9
551455.3,328739.2
553356.2,328639.6
555335.7,328756.2
557280.5,328632.8
558793.5,328189.3
328287.6,178310.7
559977.2,329793
561503.5,331008.3
562553.7,332413.3
562892.2,334369.7
563695.2,336197.8
564346.8,338074.8
564742.1,340031.8
565308.8,341948.2
566302.4,343662.3
567740.9,345039.8
326510.7,177399.3
569170.3,346426
571076.7,347004.5
573046.3,347207
575001.3,346999.5
576960.7,347115.7
578912.9,347506
580875.7,347636.3
582861,347624.1
584796.1,347818
586777.8,347944.2
324849.5,176289.3
588769.5,347837.9
590728.4,348188.1
592662.8,348307.9
594649.8,348104.6
596620.7,347772.9
598597.5,347490.8
600595.9,347441.8
602591,347550.2
604586.3,347539.9
606504,346984.8
323484.6,175069.4
608427,346435.5
610369.3,345958.7
612345.2,345700
614340.8,345594
616340.5,345557.9
618328.4,345341.7
620287.5,344947.1
622210,344431.5
624025.4,343614.9
625857,342819.3
322593.3,173305.2
627495.5,341684.1
629233.3,340696.8
630939.4,339656.9
632579.7,338519.8
634001.8,337123.6
635501.1,335802.5
637109.3,334621.4
638758.4,333494.5
640273.3,332193.8
641870,331004.2
321276.8,171819.9
643436,329769.4
644990,328532.4
646445.4,327162
647916.3,325810.9
649216.1,324292.2
650469.6,322743
651574.2,321080.8
652291.3,319242.5
652940.4,317356.7
653752,315533.2
320611.5,169949.2
654396.8,313642.9
655071.9,311765.1
655490,309815.9
655337.4,307848.3
655216.5,305855.5
655395.8,303868.5
655155.7,301963.4
655619.7,300023.1
656307.1,298146.9
656948.1,296256.9
320677.3,167957.4
657441.2,294319.1
657329.4,292345.5
656206.8,290746
655712.3,288824.7
655530,286840.5
655839.2,284886.3
655345.1,282961
654614.1,281104.1
653870.8,279251.5
653398.1,277332.4
319727.1,166278.3
652989.2,275394.1
652253.6,273558.7
650821.4,272215.1
650034.1,270385.8
649880,268398.3
649894.7,266398.5
649703.5,264414.2
649674.7,262425.1
649752.6,260427.6
649165.5,258527.2
137674.8,37960.4
317937.6,165452.4
648695.8,256586.6
648345.8,254618.6
647997.5,252649.5
647794,250670
647409.4,248715.9
646197.3,247184.2
644450.8,246211.3
642703.3,245241.6
640935.5,244307.1
639520.4,242968.4
315954.5,165415.5
638351.3,241354.5
637692.2,239470.8
636653.7,237785.3
635166.9,236449.9
633917.7,234935.6
632778,233311.2
631174,232213.3
630184.8,230476.4
628683.1,229274
626851.6,229509.4
314111,165083.7
625986.1,227749.6
627397.1,226553.6
628603.5,225017.6
628585.2,223031.5
627648.5,221279.6
626512.8,219633.5
625338.8,218015.3
624034.3,216503.7
622504.7,215221.1
620818.4,214147.6
312392.1,164096.5
619128,213082.6
617526.4,211884.8
615696.4,211103.9
613740,210733.5
611772.7,210408.9
609957.2,209740.9
608341.1,208562.8
606724.9,207384.6
605553.2,205907.5
605635.9,203989.7
310443.9,163907.5
605920.6,202035.3
605597.4,200084.6
605281.7,198185.6
606738.2,196819.7
607018.8,194905.5
606057.8,193166.9
604890.3,191548.1
603548.6,190078.4
602091.6,188718.7
600586.6,187422.4
308572.3,164177.8
599037,186172.6
597436.8,184994.6
595883.7,183752.5
594466.7,182356.9
592538.4,182007.1
590680.8,182724.7
588712,182883.4
587765.9,179401.1
589695.9,178947.7
591285.3,177733.6
306724.2,163474.1
593107.4,176994.6
595038.9,176618.5
596729.9,175553
598694.6,175270.8
600678,175107.3
602586.7,174541.9
603963.1,173145.9
605441.6,171816.3
606836.9,170387.6
608497.6,169285.2
304768.8,163771.3
610426.6,169102.5
612408.7,169304
614300.8,169714.7
616160.8,170256.7
618141.9,170458.1
620129.2,170663
622050.6,171208.2
624022.1,171468
626017,171338.9
627897.4,171681.4
302788.2,163688.7
629828.6,172048.4
631673.6,172531.5
633634.1,172756.1
635417.2,173483
637384.6,173667.9
639333.2,173549.2
641037,172521.4
642079.5,170827.5
642173.2,168849.9
641877.3,166885.9
300891.7,164116.8
641202.3,165018.7
640198.7,163303.3
638578.6,162173.6
637362.9,161441.8
637850.7,159505.1
638587.6,157646.5
639279.1,155770.1
639810.1,153844.5
639926.1,151857.8
639993.6,149864.3
139634.3,38252.3
298997.2,164457.4
640096.8,147881.4
639856.9,145909.7
639111.1,144064.5
638063,142390.2
636524.7,141156.3
634924.1,140043.4
633550,138804
631791.2,137967.4
629933,137261.4
628087.3,136521.1
297077,164929.4
626191.7,136188.9
625072.5,134570.3
623367.2,133646.6
621433.3,133200.3
619463.2,132908.9
617536.7,132385.4
615705.9,131588.4
614139.7,130355.5
612718.6,128948.7
611483.9,127385.7
295188.5,165498.2
610804.7,125512
610449.3,123544
610496.4,121564.8
611073.8,119651.6
611714,117763
611371.7,115847.3
609781.3,114693.1
607794.2,114588.6
605804.7,114754.2
603828.4,115061.6
293240.6,165690.3
601864,115436.3
599897.5,115797.2
597927,116130.7
596052.2,116151.7
594228.4,115377.7
592671.9,114128.6
591281.8,112691.4
590021.2,111165.3
588645.4,109752
586821.5,108973.2
291312.7,166123.3
584967,108262.8
583203.4,107332.7
581248.9,107067.2
579278.6,106736.3
577415.5,106075.8
575570.9,105355.7
573632.3,104901.6
571662.1,104561.8
569791.6,103870.6
568013.4,102957
289782.5,167314.5
566686.7,101534.2
565857.3,99729.1
564224.8,98621.2
562953.5,97085.5
561745.3,95511.2
560607.2,93923.4
558741.5,93252
556753.3,93330.1
554828.7,93826.6
553146.3,94816
288779.3,169001.5
551287.6,95298
549327.3,95573.9
547601.2,96555.5
546018.4,97771.2
544125.3,98095.7
542174,98367
540261.5,98927.4
538378.9,99600.6
536451,100112.2
534602.8,100874.6
287858.4,170733.6
532656.3,101232.8
530794.1,101859.6
528830.2,102229.1
526844.1,102462.1
524854.7,102651.7
522884.9,102421.8
520916.4,102217.2
518994.5,101675.2
517136.7,100972.8
515243.3,100335.5
286507.4,172095.5
513276.9,99975.2
511301.1,99774.8
509329.9,99495
507332.3,99508.4
505340.6,99366.7
503351.7,99211.2
501421.8,98746.2
499515.2,98154.9
497562.6,97784.4
495641.1,97346.6
284957.4,173323.1
493728.2,96772.6
491806,96250.6
490070.8,95302
489169.7,93559.9
488126,91857.3
486779.7,90400.2
484844.6,90183
483218.3,91303.2
481812.9,92716.1
480283,93994.1
141102.3,39477.8
283592.5,174296.4
478551.3,94984.1
476710.2,95764.1
474760.7,95963.3
472810.1,96359.7
470854.1,96727.6
468878.3,96862.1
466961.9,96487.1
465020.4,96017
463052,96184.1
461065.3,96397.2
281641.1,174460.1
459331.4,97164.4
457614.8,97969.2
455991.4,99055.3
454778.9,100636.2
452934.3,101279.2
451317,102428.4
449974.5,102493.5
449073.1,100779.5
447836.1,99239.3
446656.7,97720.6
279821.5,175249.4
444710.5,97578.3
443350.8,96525.5
441569.4,95637.9
439634.1,95194.7
437710,94710.1
435786.3,94248.5
434168.8,93405.8
433604.9,91517.3
432508.7,89845.1
430639.3,89271.6
278634.2,176799.3
428643.3,89323.8
426742.7,89920.9
424856.1,90575.6
422902.9,90992.6
420921.6,91032.7
419787.5,89556.6
418305.8,88311.4
416380.6,88680.6
414424.8,89089.6
412433.4,89211.6
277457.2,178349.5
410457.5,88946.6
408530.5,88425.5
406904.5,87278.6
406253.9,85481.8
406604.3,84069.2
407488.8,82364.8
406779.9,80520.2
406054.9,78929.7
405663.3,77023
404547.5,75457.8
276752,180148.1
402680.5,74907.7
400687.7,74789.4
398925.6,74288.6
397146.7,73450.2
395223.5,73625.5
394014.3,75167.1
392222.9,75737.5
390361.3,76453.8
388540.2,77177.6
386639.3,77510.2
276048.1,182016.5
384853.9,77830.1
382870.8,77678.1
380910.7,78052.3
378981.4,78449.7
377039.6,78662.3
375206.1,79341.7
373244.3,79581
371385,79614.5
370557.8,78803.2
371037.5,76861.9
275560.1,183937.7
371671.1,74965.9
372415.2,73114.2
372306.9,71166.9
371123.1,69604.3
370125.3,67893.2
368561.6,66657.3
366643.9,66613.1
365442.5,68146.5
365626.2,70108.8
365695.8,72082.1
274400.3,185437.5
365350.8,73766.5
363956.5,75200.2
362512,76583.2
361025.6,77921.1
359513.3,79227.9
357963.2,80490.1
356374.5,81704.8
354762.3,82887.9
353076.3,83956.5
351385.3,85021.7
273542.4,187152
349673.6,86055.8
347926,87026.5
346190.2,88013.5
344404.6,88897.5
342470.4,89194
340631.8,89794.2
338740.3,90377.5
336809.8,90895.5
335285.5,90137.8
333540.9,89236.9
142574,40771.4
272396.9,188716
331752.6,88392.4
329945.2,87634.7
328004.4,87213.1
326060.5,87583.9
324493.7,87170.5
323010.6,85955.2
321032.6,86072.4
319053.6,85917.5
317069.4,85894.3
315120.4,85656.8
270982.3,190128.7
313197,85241.6
311586.1,84223.6
310781.8,82425.3
309645,80802.1
307953.6,79866.2
306022.8,79472.7
305066.6,77821
303143.8,77578.7
301182.8,77695.7
299751.7,77049.4
269298.7,190387.3
298358,75647.3
297703.3,73835.9
296365.2,72392.5
295603,70547.8
294969.5,68664.8
294929.6,66804.6
296198,65303.5
296976,63538.5
296048.4,61825.1
294198.2,61150.7
267413.8,189764
292316.5,60712.8
291741,59469.6
293336.9,58796
295307.3,58561.9
296694.5,57237.9
296425.7,55326.9
295515.4,53621.9
294278.6,52144.5
294045.8,50213.2
292784.9,48706.4
265498.1,190146.8
291158.5,47638.5
289424.1,46934.6
287629.4,46157.3
285977.3,45189.5
284963.6,43503.3
284394.9,41595
284000,39645.8
284975.6,38119.8
284941.1,36191.8
283373.6,35084.4
263698.1,189440.3
281465.9,34756.6
279903.4,34066.9
278149.5,33150.4
276225.7,33146.4
274787.6,34504.4
273428.3,34080.8
271478.7,34135.7
269600.4,34721
268105.5,36026.9
266402.6,37013.8
265002,188202.7
265013.7,38421.1
264777.8,40330.5
264579.1,41927
263238.4,43346.8
261451.9,43921.4
259727.6,44801.7
257864.6,44712.1
256130,43828.1
254158.9,43863.3
252340.6,44657.7
265016.3,186281.4
250683.7,45702
249096.4,46520.4
248117.2,47958.8
247787,49703.9
247786,51649.2
246250.8,52713.6
246169,50707.6
245808.5,48792.5
245386.7,46958.1
243456.5,46707.5
263590.2,184926.5
241496.1,46520.8
239988.1,47709.7
239404.5,49511.5
237847.7,50737.2
236103.4,51652.8
234152.5,51735.3
232178.7,51803.6
230235.6,52229.9
228273,52359
226958.3,51207
261617.2,184765.3
225434,49953.9
223663,49210.8
221750.5,49004.3
219843.2,48468.5
217858.2,48503.3
216109.1,48573.5
214160.5,48463.6
212167.9,48555
210551.2,47546.5
208626.8,47772.4
144374.7,41474.4
259659.6,184821.9
207316.7,49257.2
205949,48551.8
205564.9,46669.3
204019.1,45672.5
204599.5,43981.1
204431.8,42035.3
203440.5,40390.4
202315.2,38811.6
201009.4,37381.2
199063.5,37345.4
257913.8,184363.2
197622,38621.2
195989,38447.2
194541.6,37107
193185.9,35653.4
191374.1,34921.5
189830.1,34942.2
189555.1,32980.7
188653.4,31230
187091.7,30093.8
185429,29041.5
255978,184386.1
183494.9,29352.1
181734.7,29059.4
181562.3,27260.9
181917.4,25530.9
182449.5,23675.1
183091.6,21799.2
182524.6,19954.1
181578.6,18202.6
180459.6,16776.1
179455,15069.9
254164.5,185146.7
177743.2,14174.1
175836.4,14469
174406,13769.4
173688.8,12034.3
172758,10313.7
170922,9553.8
168941.9,9673.9
167514.7,10954.4
166014.9,12010.5
165110.5,13748.2
253181.3,184538.7
164133.5,15457.7
163979.6,17421.1
164178.6,19219.9
163117.4,20846.9
162782.5,22651.9
161288.6,23924.4
159547.1,24390.1
157826.2,25273.1
156080.1,25820.3
154126.3,25720.3
251985.3,183016.6
152897.9,27192.8
151438.4,28471
149693.4,29185.9
250060.1,182758.7
248487.9,182733.6
246625.4,182277.4
244743.9,182921
146046.1,42467.4
243016.6,183880.1
241373.8,184993.3
239469.4,185459.2
238249.6,186951.8
238760.4,188805.8
239163.2,190361.6
238406,192205
238975.3,194043.1
240687.1,195044.2
242414.8,195882.3
147916.9,43047.2
241658.4,197023.9
239787.5,197676.3
238122.5,198770.1
236855.1,200310.2
235645.6,201899.9
234536.2,203560.6
233567.6,205206.3
231767.6,205072.5
229801.2,204796.6
227813,204970.3
149860,43304.8
225859.2,205394.5
223920.5,205670.9
222035.1,205081.5
220081.4,205464.1
218148,205162.8
216239,204696.1
216823.7,202893.6
215819.8,201206.3
215492.4,199320.1
214538.5,197753.8
151808.6,43286
213270.7,196311.7
211292.9,196261.5
209551.4,195483.2
207833.5,194610.5
205915.3,195043.5
204045.2,195664.6
202288.6,195163.9
201568,193549.5
200234.8,192171.6
198782.8,191005.8
148184.4,23703.1
153616.7,42580.2
196886.9,190665
194945.5,191014.3
193284.7,192038.5
191402,192263.3
189653.2,193167.4
187753.7,193740.8
186356.5,195096.9
186279.4,197057.2
186405.1,198760.8
184500.4,199337.1
154302.8,40760.6
182859.5,200437.8
181766.1,200913.3
179825.4,200829.4
178424.5,202199.5
177812.3,204058.3
176672.2,205498.2
174969.6,206504.5
173606.5,207923.1
173597.1,209883.1
174975.5,211228.5
155762.9,41943.6
176950.8,211196.4
178003.9,212775.8
179746.8,213609.2
181403,214708.5
183381.2,214838.3
184019,216248.2
183556.5,218139.8
183449.7,220089
181907.9,220800.9
180004.9,221208.4
156049.2,43839.4
178191.3,221800.9
176329.2,221891.6
174432.8,221540.8
172515,221114.4
170524.2,221187
169107.3,222441.7
168886.4,224388
169770.1,226154.1
169993.1,228037.4
171017.9,229706.5
157335.1,45273.4
172727.9,230722.3
174651.6,230920.4
176243,232059.7
177936.1,233015.8
179301.3,234450.3
181219.9,234796.3
182887.2,235554.3
184749.5,236144
185552.3,237127.7
186093.2,238950.5
159276.2,45689.9
186267.1,240863
187539.9,242376
189162.8,243455.3
191083.7,243241.1
192967.4,242682.2
194921.3,242716.7
196607.5,241760.9
197682.3,240467.8
198616.7,242120.4
200160.9,243294.8
161169.5,45258.7
202093.2,242987.1
203318.3,243078.8
204554.6,244610.5
206392.8,245378.9
208130.4,246055.4
209459.5,247508.5
209944,249407.6
211198.6,250903.8
212788.3,251994.8
214422.5,252205.6
162553.7,46366.5
216033.3,253268.2
217930.8,253698
219851.4,254115.2
221827.5,254297.1
223682.2,254458.3
225631.1,254369.8
227334.1,253595.1
228666.8,255027.9
229787.2,256602.2
231541.3,257383.7
164204.9,47458.5
233161.9,258216.3
234592.2,259586.3
235844.1,261134.9
237409.9,262318.5
239349.7,262370.6
241109.6,262192
242740.6,263328.9
244250.4,264608.5
246015,265458.4
247705.1,266404.3
165809.7,48583.6
248971.8,267897.6
249919.5,269619.2
251180.6,271077.3
252460.4,272561.3
253366.6,274320.3
253934.6,276225.3
254619.5,278094.6
255546.3,279863.3
255622,281779.9
256250.8,283641.5
146880.2,22220.8
167466.6,49570.2
256824.4,285532.7
257427.7,287437.2
258228.6,289255.7
258700.2,291069.5
258472.2,293047.3
258133.3,294879.9
257213.7,296633.1
256468.2,298479.6
255637.8,300291.7
254528.2,301940.2
167866.1,51499.6
254150.7,303865.4
254539.6,305805.9
255174.3,307691.2
256015.4,309488.7
257015.1,311205.8
258575.5,312430.3
258922.2,314176
258556.2,315996.5
257724.8,317798.6
256681.6,319491.2
168739.4,53209
255522.6,321114.7
254372.8,322742.2
253344.6,324455.3
253046.8,326416.3
254011.7,328113.1
255070.9,329695.3
254742.1,331497.9
253928.8,333314.8
252927.5,334695.8
251175.4,335636.3
170576.7,53951
249264.3,335490.5
247346,335072.5
245614.2,334905.5
244416.5,333394.5
242463.3,333374.6
240640.5,333466.4
239151,332229.6
237175.6,331942.3
235742.3,330850.3
235039.9,329042.4
172032.4,54892.3
233922.1,327836.3
234670.3,326005.6
234292,324057.9
232982.4,322602.5
231313.5,321738.2
229494.3,320963.4
227737.5,321737.4
226633.3,323382.3
226324.3,325202.8
224838.6,325680.4
173684.2,55966.4
223362.3,324373.4
221559.6,323654.9
219796.2,323355.2
217872.6,323311.5
216527.3,322062.2
214585.4,322155.6
212861,323107.2
211568.1,324615.5
211521.3,326565.4
212566.5,328167.5
173723.9,57778
213572.8,329838.6
214460,331549.8
215101.6,333388.5
216863.4,334205.5
217986.2,335803.9
219320,337182.8
220430.4,338828.4
222084.2,339751.2
223425.2,341161.5
225125.6,342061.2
173739.8,59752.1
226872.6,342940
228789.5,343007.3
230523.1,343628
231865.7,345019.5
233145.9,346440
234566.5,347821.8
235941.2,349197.9
237829.1,349592.6
239263.1,350964.5
240603.7,352411.8
174500.5,61554.2
241346.7,354185.3
241601.3,356154.6
241127.4,358082.1
240994.6,360066.7
239701.4,360698.6
237789.2,360561.9
236537.1,362039.6
235466.1,363327.8
234201.8,364847.3
232662.3,365749.1
175949.3,62813.9
231324.6,367191.2
230660.6,369034.7
230692.9,370915.7
229666.3,372563
227953,372692.7
225987,372903.8
224353,374006.8
223756.4,375864.1
223008.9,377575.9
221043.9,377636.6
453704.2,1164310.3
461593,1167665.7
461584.3,1165687
460621.7,1163954.1
459543,1162273.3
458469.6,1160630.8
454727.5,1166009.5
456627.8,1159939.5
454652.7,1160098
456203.6,1167341
457949.6,1168306.8
459915.1,1168462.8
