"Date","P","Q"
2014-04-26,3.55,183.4
2014-04-27,2.64,186.4
2014-04-28,2.33,151.4
2014-04-29,1.83,139.1
2014-04-30,2.25,135.1
2014-05-01,6.47,128.3
2014-05-02,0.01,112.8
2014-05-03,0,107.6
2014-05-04,0,88.2
2014-05-05,2.94,69.74
2014-05-06,1.32,81.09
2014-05-07,1.82,72.7
2014-05-08,3.36,74.53
2014-05-09,4.79,74.28
2014-05-10,2.72,67.68
2014-05-11,0.18,73.55
2014-05-12,2.13,68.08
2014-05-13,1.48,59.62
2014-05-14,0,64.02
2014-05-15,0,59.55
2014-05-16,0,55.77
2014-05-17,0,49.44
2014-05-18,0,53.34
2014-05-19,0.09,45.77
2014-05-20,0.35,46.59
2014-05-21,8.16,42.44
2014-05-22,7.21,60.08
2014-05-23,9.5,62.08
2014-05-24,5.87,80.53
2014-05-25,1.59,69.62
2014-05-26,8.32,88.64
2014-05-27,7.25,104.2
2014-05-28,3.64,103.5
2014-05-29,2.88,114
2014-05-30,0.01,106.5
2014-05-31,0,97.46
2014-06-01,0.05,76.39
2014-06-02,0.32,71.65
2014-06-03,3.77,66.95
2014-06-04,6.32,65.29
2014-06-05,0,62.14
2014-06-06,1.76,49.55
2014-06-07,3.87,67.75
2014-06-08,0.32,59.06
2014-06-09,0.81,58.9
2014-06-10,0.12,43.76
2014-06-11,0,49.09
2014-06-12,0,42.26
2014-06-13,14.06,30.68
2014-06-14,0.4,86.85
2014-06-15,0,67.57
2014-06-16,0,56.69
2014-06-17,0.01,47.11
2014-06-18,0,35.29
2014-06-19,0,37.98
2014-06-20,0,39.33
2014-06-21,0,38.15
2014-06-22,0,33.81
2014-06-23,0.88,31.04
2014-06-24,0.01,24.57
2014-06-25,0.02,26.97
2014-06-26,2.45,27.63
2014-06-27,1.57,26.11
2014-06-28,8.64,35.54
2014-06-29,0.12,48.68
2014-06-30,0.67,32.76
2014-07-01,0,30.74
2014-07-02,0,24.58
2014-07-03,0,27.8
2014-07-04,5.44,25.8
2014-07-05,0.76,25.83
2014-07-06,0.38,29.51
2014-07-07,2.57,26.28
2014-07-08,3.95,30.62
2014-07-09,0.01,35.73
2014-07-10,0.39,35.72
2014-07-11,0.1,30.52
2014-07-12,1.44,28.49
2014-07-13,0.42,30.81
2014-07-14,0.48,18.33
2014-07-15,0,20.41
2014-07-16,0.06,18.1
2014-07-17,5.47,18.86
2014-07-18,5.62,21.47
2014-07-19,3.75,30.71
2014-07-20,0.39,20.53
2014-07-21,0,25.76
2014-07-22,0,23.78
2014-07-23,0.03,20.6
2014-07-24,0,19.21
2014-07-25,2.48,16.01
2014-07-26,0,15.89
2014-07-27,2.51,17.9
2014-07-28,0.34,26.49
2014-07-29,0,20.03
2014-07-30,0,19.12
2014-07-31,0.11,15.16
2014-08-01,1.38,18.41
2014-08-02,8.48,14.09
2014-08-03,0.01,20.66
2014-08-04,0.16,16.6
2014-08-05,8.74,17.02
2014-08-06,0.15,23.99
2014-08-07,0,25.8
2014-08-08,10.35,27.55
2014-08-09,9.05,36.83
2014-08-10,5.5,49.36
2014-08-11,2.53,39.63
2014-08-12,1.9,32.87
2014-08-13,1.12,29.84
2014-08-14,5.33,25.69
2014-08-15,0.18,32.67
2014-08-16,0.03,22.94
2014-08-17,0.59,22.73
2014-08-18,1.19,23.6
2014-08-19,0.68,20.83
2014-08-20,0.02,17.61
2014-08-21,0.61,16.35
2014-08-22,0.06,16.76
2014-08-23,0.47,16.35
2014-08-24,2.93,15.43
2014-08-25,21.89,39.9
2014-08-26,2.96,48.06
2014-08-27,1.85,54.08
2014-08-28,0.51,33.21
2014-08-29,0.8,29.2
2014-08-30,0.01,21.51
2014-08-31,0.51,21.4
2014-09-01,1.57,19.56
2014-09-02,0.01,20.02
2014-09-03,0,19.42
2014-09-04,0,16.37
2014-09-05,0,15.2
2014-09-06,0.19,14.13
2014-09-07,0,14.87
2014-09-08,0,14.66
2014-09-09,0,15.1
2014-09-10,0,15.64
2014-09-11,0,15.32
2014-09-12,0,18.75
2014-09-13,0,17.65
2014-09-14,0.02,15.88
2014-09-15,0.15,16.14
2014-09-16,0.02,16.84
2014-09-17,0,13.18
2014-09-18,7.28,16.33
2014-09-19,1.96,20.54
2014-09-20,0.07,19.23
2014-09-21,0.01,15.28
2014-09-22,0.01,12.44
2014-09-23,1.81,13.23
2014-09-24,0.15,13.22
2014-09-25,0.09,13.96
2014-09-26,0.01,13.75
2014-09-27,0,12.63
2014-09-28,0,12.13
2014-09-29,0.23,13.12
2014-09-30,0.37,14.47
2014-10-01,0.03,13.46
2014-10-02,0.06,14.2
2014-10-03,0.8,12.69
2014-10-04,5.62,12.14
2014-10-05,3.48,13.57
2014-10-06,11.04,19.79
2014-10-07,2.14,37.13
2014-10-08,3.61,30.71
2014-10-09,3.9,36.57
2014-10-10,2.93,27.35
2014-10-11,0.78,16.04
2014-10-12,13.02,26.71
2014-10-13,15.82,72.2
2014-10-14,2.02,92.17
2014-10-15,8.46,59.21
2014-10-16,2.83,74.79
2014-10-17,3.74,81.8
2014-10-18,1.4,64.4
2014-10-19,0.09,52.29
2014-10-20,1.59,33.95
2014-10-21,0.32,19.22
2014-10-22,0.05,14.47
2014-10-23,0.75,13.29
2014-10-24,1.54,16.04
2014-10-25,0.02,15.46
2014-10-26,0,14.8
2014-10-27,0.05,16.09
2014-10-28,0.58,14.37
2014-10-29,2.68,15.26
2014-10-30,0.05,17.05
2014-10-31,0.7,16.6
2014-11-01,5.02,14.36
2014-11-02,5.85,20.01
2014-11-03,1.83,48.82
2014-11-04,3.96,53.55
2014-11-05,0.06,47.45
2014-11-06,9.92,34.34
2014-11-07,1.37,36.22
2014-11-08,6.84,61.51
2014-11-09,0.7,86.14
2014-11-10,0.81,56.96
2014-11-11,7.18,47.28
2014-11-12,2.84,57.87
2014-11-13,11.98,68.42
2014-11-14,1.67,106.4
2014-11-15,0.47,126.5
2014-11-16,10.46,99.35
2014-11-17,0.97,112.9
2014-11-18,0.09,131.4
2014-11-19,0.06,108.7
2014-11-20,0.09,90.93
2014-11-21,3.49,76.16
2014-11-22,10.64,66.21
2014-11-23,6,145.5
2014-11-24,0.26,192.3
2014-11-25,9.84,168.6
2014-11-26,2.56,173
2014-11-27,0.06,179.9
2014-11-28,1.05,151.5
2014-11-29,0.1,121.7
2014-11-30,0.02,96.17
2014-12-01,0.36,88.72
2014-12-02,0.11,73.86
2014-12-03,0.14,67.85
2014-12-04,0.44,66.85
2014-12-05,0.07,55.99
2014-12-06,0.41,52.65
2014-12-07,0.7,51.84
2014-12-08,0.01,49.19
2014-12-09,2.31,39.06
2014-12-10,0.26,39.77
2014-12-11,11.95,42.84
2014-12-12,0.13,73.32
2014-12-13,0.05,105.8
2014-12-14,1.27,73.63
2014-12-15,0.04,72.44
2014-12-16,10.85,59.33
2014-12-17,0.64,94.11
2014-12-18,3.63,123.4
2014-12-19,0,110.7
2014-12-20,0.17,97.92
2014-12-21,0.29,82.66
2014-12-22,0.15,68.76
2014-12-23,1.41,66.85
2014-12-24,0.01,70.1
2014-12-25,0.01,64.05
2014-12-26,11.38,52.03
2014-12-27,0.26,96.51
2014-12-28,0.02,104.8
2014-12-29,0.07,89.22
2014-12-30,0.07,72.8
2014-12-31,0.22,62.05
2015-01-01,2.1,62.45
2015-01-02,9,61.5
2015-01-03,3.24,96.38
2015-01-04,0.1,144
2015-01-05,0.15,122.4
2015-01-06,1.14,110.9
2015-01-07,7.43,95.91
2015-01-08,5.13,125.2
2015-01-09,0.53,169.9
2015-01-10,0.96,142.9
2015-01-11,0.45,123.2
2015-01-12,11.13,101.2
2015-01-13,3.12,160.9
2015-01-14,14.45,189.6
2015-01-15,1.34,217.6
2015-01-16,0.29,250.6
2015-01-17,1.49,203.2
2015-01-18,0.18,183.6
2015-01-19,0.01,165.6
2015-01-20,2.68,140.2
2015-01-21,0.36,123.7
2015-01-22,0.01,124.3
2015-01-23,2.56,109.1
2015-01-24,0.02,102.1
2015-01-25,0.37,101.8
2015-01-26,0.04,101.9
2015-01-27,0.22,91.6
2015-01-28,1.54,94.88
2015-01-29,1.49,94.05
2015-01-30,2.5,93.45
2015-01-31,1.27,91.8
2015-02-01,0,86.54
2015-02-02,1.35,79.24
2015-02-03,0.16,82.08
2015-02-04,0.24,69.76
2015-02-05,0.38,70.36
2015-02-06,0.04,70.02
2015-02-07,0.02,69.15
2015-02-08,0.03,68.54
2015-02-09,0.02,66.65
2015-02-10,0,64.83
2015-02-11,0,64.68
2015-02-12,0.16,62.59
2015-02-13,9.26,67.76
2015-02-14,0.28,105.9
2015-02-15,0.13,99.23
2015-02-16,7.46,97.02
2015-02-17,0.03,115.7
2015-02-18,0.02,120.4
2015-02-19,9.88,104.8
2015-02-20,1.04,130.2
2015-02-21,0.23,133.1
2015-02-22,8.48,130.2
2015-02-23,2.48,147.1
2015-02-24,1.31,161.5
2015-02-25,0.3,146.8
2015-02-26,4.01,136.1
2015-02-27,0.27,118.4
2015-02-28,2.29,106.8
2015-03-01,2.74,118.6
2015-03-02,0.93,108.6
2015-03-03,0.09,88.12
2015-03-04,0.01,82.84
2015-03-05,0,65.65
2015-03-06,0,68.88
2015-03-07,0,65.95
2015-03-08,0.04,67.57
2015-03-09,0.12,70.75
2015-03-10,0.01,67.17
2015-03-11,0,64.14
2015-03-12,1.56,68.77
2015-03-13,0.17,55.54
2015-03-14,0.12,62.47
2015-03-15,1.15,60.49
2015-03-16,2.88,62.82
2015-03-17,0.02,59.91
2015-03-18,0,57.15
2015-03-19,0,52.58
2015-03-20,0,43.33
2015-03-21,0,46.64
2015-03-22,0,47.4
2015-03-23,1.45,45.95
2015-03-24,0.35,45.57
2015-03-25,5.74,40.99
2015-03-26,0.86,48.99
2015-03-27,0.15,46.09
2015-03-28,2.89,42.04
2015-03-29,2.52,58.31
2015-03-30,1.72,53.08
2015-03-31,0.3,62.09
2015-04-01,2.55,53.41
2015-04-02,2.23,41.3
2015-04-03,3.69,41.13
2015-04-04,0.03,48.87
2015-04-05,0.01,54.91
2015-04-06,0.01,49.83
2015-04-07,0,43.33
2015-04-08,0,39.57
2015-04-09,0,38.74
2015-04-10,0.77,34.09
2015-04-11,0.04,35.38
2015-04-12,0.21,35.54
2015-04-13,0.01,34.05
2015-04-14,0,32.06
2015-04-15,0,26.64
2015-04-16,0.1,30.12
2015-04-17,0,29.5
2015-04-18,0,26.91
2015-04-19,0,25.83
2015-04-20,0,28.04
2015-04-21,0,24.98
2015-04-22,0,17.24
2015-04-23,0,17.74
2015-04-24,1.85,22.49
2015-04-25,6.4,21.61
2015-04-26,0,23.99
2015-04-27,0.09,29.89
2015-04-28,1.47,26.21
2015-04-29,1.78,24.3
2015-04-30,0.02,21.48
2015-05-01,0,23.26
2015-05-02,7.11,21.82
2015-05-03,3.25,25.18
2015-05-04,9.46,33.41
2015-05-05,2.8,56.51
2015-05-06,2.75,45.04
2015-05-07,0.28,39.6
2015-05-08,0.65,24.99
2015-05-09,0.18,29.62
2015-05-10,0,18.75
2015-05-11,0.46,21.27
2015-05-12,0.01,20.76
2015-05-13,0.09,19.99
2015-05-14,13.21,26.17
2015-05-15,0.01,36.63
2015-05-16,0,34.06
2015-05-17,2.94,29.88
2015-05-18,3.33,23.37
2015-05-19,3.58,24.65
2015-05-20,0.1,24.51
2015-05-21,0.09,22.42
2015-05-22,0.27,21.1
2015-05-23,0.01,17.68
2015-05-24,0.12,15.07
2015-05-25,0,17.64
2015-05-26,0,18.54
2015-05-27,0.06,15.25
2015-05-28,0.19,15.26
2015-05-29,4.51,18.75
2015-05-30,3.16,18.06
2015-05-31,0.57,19.09
2015-06-01,5.44,18.41
2015-06-02,0.54,18.63
2015-06-03,0,16.3
2015-06-04,0.78,16.08
2015-06-05,0.01,17.42
2015-06-06,0,14.21
2015-06-07,0,17.36
2015-06-08,0.01,14.5
2015-06-09,0,13.96
2015-06-10,0,12.8
2015-06-11,0.12,13.49
2015-06-12,6.46,10.86
2015-06-13,1.77,12.82
2015-06-14,0.03,14.81
2015-06-15,0,13.61
2015-06-16,0,15.54
2015-06-17,0.24,14.23
2015-06-18,0,10.92
2015-06-19,0.2,9.8
2015-06-20,4.85,10.91
2015-06-21,2.02,12.69
2015-06-22,1.09,12.47
2015-06-23,0,11.92
2015-06-24,0,13.01
2015-06-25,0,12.16
2015-06-26,1,10.37
2015-06-27,0.55,9
2015-06-28,0.8,9.66
2015-06-29,0,10.03
2015-06-30,0.08,7
2015-07-01,0.03,7.49
2015-07-02,0.18,6.15
2015-07-03,4.27,5.27
2015-07-04,0.07,8.21
2015-07-05,0.7,5.98
2015-07-06,0.65,7.57
2015-07-07,0.93,7.43
2015-07-08,0.37,7.71
2015-07-09,0,6.65
2015-07-10,0.01,5.99
2015-07-11,0.92,6.5
2015-07-12,3.38,7.12
2015-07-13,0.99,7.3
2015-07-14,1.8,6.75
2015-07-15,0.02,7.89
2015-07-16,2.12,6.42
2015-07-17,0.05,7.3
2015-07-18,0.9,6.76
2015-07-19,0.19,7.31
2015-07-20,0.17,6.78
2015-07-21,0.02,6.73
2015-07-22,0.36,6.13
2015-07-23,1.19,5.92
2015-07-24,29.98,20.71
2015-07-25,2.69,26.31
2015-07-26,7.64,17
2015-07-27,0.26,16.1
2015-07-28,0.09,6.86
2015-07-29,0.56,14.12
2015-07-30,0,6.29
2015-07-31,0,7.04
2015-08-01,0,7.23
2015-08-02,0,7.51
2015-08-03,0.02,6.08
2015-08-04,0.01,6.75
2015-08-05,0.77,6.39
2015-08-06,0.02,7
2015-08-07,0,7.02
2015-08-08,0,6.82
2015-08-09,0.11,8.01
2015-08-10,2.29,6.32
2015-08-11,0.73,7.13
2015-08-12,0.68,7.91
2015-08-13,11.65,11.16
2015-08-14,3.03,13.07
2015-08-15,0.01,15.73
2015-08-16,0,6.27
2015-08-17,0,9.51
2015-08-18,0.02,8.05
2015-08-19,7.43,7.4
2015-08-20,0.18,7.99
2015-08-21,0,7.05
2015-08-22,0.92,6.71
2015-08-23,6.22,7.21
2015-08-24,11.7,16.88
2015-08-25,7.92,21.34
2015-08-26,9.98,35.34
2015-08-27,1.21,29.91
2015-08-28,0.02,16.52
2015-08-29,1.72,12.5
2015-08-30,7.31,8.42
2015-08-31,4.11,15.61
2015-09-01,1.32,17.53
2015-09-02,0.48,13.49
2015-09-03,0.09,6.44
2015-09-04,0.22,6.89
2015-09-05,0.03,6.95
2015-09-06,0.01,6.13
2015-09-07,0,8
2015-09-08,0,10.08
2015-09-09,0.01,7.84
2015-09-10,0.01,7.25
2015-09-11,0.84,6.49
2015-09-12,0.05,6.5
2015-09-13,8.24,7.4
2015-09-14,2.96,12.22
2015-09-15,1.58,14.03
2015-09-16,16.67,19.22
2015-09-17,0.84,23.43
2015-09-18,0.41,19.59
2015-09-19,0.02,15.21
2015-09-20,0.32,14.7
2015-09-21,10.2,13.4
2015-09-22,4.11,26
2015-09-23,2.3,28.36
2015-09-24,0.11,17.43
2015-09-25,0.01,10.18
2015-09-26,0.01,9.27
2015-09-27,0.02,8.03
2015-09-28,0.01,10.57
2015-09-29,0,8.8
2015-09-30,0.01,6.96
