"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","QMED","QMEDcd","X","Y","QMEDfse","N","URBEXT1990","BFIHOST"
"58006",65.32,401,194,0.28,0.298,10.58,131.7,0.975,0.0297,18.2,0.62,12.5,63.5,86.4,1981,2112,51.3,2e-04,88.1445,78.8257166340138,294645,214980,1.04814045579243,52,0,0.322
"58007",51,212,167,0.13,0.434,8.28,158.5,0.997,0.0302,17.53,0.52,12.5,55,73,1777,1874,36.93,0.0539,44.52,45.5319714722947,286685,190142,1.02727239822629,53,0.0374,0.474
"58008",43.445,228,257,0.2,0.355,8.52,142.4,0.999,0.0328,16.02,0.62,11.5,51.8,73.6,1806,1756,45.33,0.0181,58.78,49.2904827379588,280475,206432,1.04258135222307,51,0.0095,0.377
"58009",63.2725,85,209,0.24,0.557,7.92,75.5,1,0.0957,14.52,0.52,11.6,43.3,58.2,1324,1386,29.19,0.0603,30.8875,26.4758647339716,296021,181579,1.06782936249641,28,0.0373,0.555
"58012",89.705,306,266,0.17,0.383,13.15,210.2,1,0.0173,23.56,0.53,12.7,60,80.4,2036,2064,40.17,0.0202,95.06,96.7117518006115,284353,196824,1.07108712704985,45,0.0128,0.452
"59001",227.4525,287,195,0.26,0.384,21.5,143.1,0.996,0.0503,39.86,0.62,12.1,58,81,1890,1940,42.54,0.0238,257.2,195.638538391674,277705,212027,1.03282745656522,49,0.0167,0.407
"59002",46.9,159,169,0.09,0.437,6.49,101.7,0.998,0.0541,14.05,0.58,11.5,47.3,62.7,1499,1604,35.48,0.016,58.491,34.7084804068884,261875,215990,1.04858940642674,56,0.0128,0.466
"59004",49.89,340,184,0.36,0.358,9.38,124,0.995,0.0329,18.48,0.62,12.4,61.3,84.8,1991,2134,44.07,0.0119,73.3,59.824982347849,277381,215562,1.03664537443992,29,0.0077,0.375
"60001",1090.835,234,212,0.09,0.432,45.48,156.9,0.984,0.0607,89.91,0.59,11.3,49.8,66.5,1535,1585,38.97,0.0018,399.1,502.114753997262,269002,235627,1.07279640061284,51,8e-04,0.478
"60002",298.73,231,183,0.11,0.444,28.16,173.4,0.997,0.0315,52.53,0.56,11.6,51,68.1,1551,1637,37.89,8e-04,179.15,171.072551637141,260063,237727,1.04222402965146,62,2e-04,0.5
"60003",216.44,125,178,0.09,0.493,18.13,102.7,0.999,0.0505,38.65,0.46,11.5,43.3,60.4,1420,1412,33.96,0.004,77.74,101.694713496893,218990,222327,1.02412174299867,58,0.0017,0.553
"60006",131.1425,188,195,0.14,0.467,15.85,150,0.999,0.0296,26.81,0.52,12.3,51.9,70.2,1603,1614,35.11,0.0043,83.08,83.3515147426382,240910,229287,1.05765001165582,55,9e-04,0.536
"60007",220.2775,351,167,0.11,0.381,21.25,185.5,0.933,0.0302,39.11,0.64,11.2,51.1,68,1685,1741,43.85,2e-04,151.454,135.687529356967,276709,250235,1.08016839085745,50,1e-04,0.431
"60009",78.86,309,321,0.31,0.385,8.77,167.8,0.995,0.0165,16.42,0.62,12.3,56.6,78.6,1794,1772,39.84,6e-04,111.4,74.8856270220911,275118,222574,1.07977413149427,53,0,0.448
"60012",19.495,305,192,0.21,0.379,6.39,161.2,1,0.0323,12.59,0.65,11.2,49.4,66.2,1531,1682,43.02,0.0024,15.27,19.661703682873,266417,247870,1.07238311226196,45,0,0.419
"60013",243.005,242,197,0.1,0.439,21.21,169.1,0.997,0.0336,41.59,0.57,11.5,50.7,67.5,1538,1635,38.53,9e-04,122.902,143.994716875553,262038,239781,1.1653744207101,10,2e-04,0.493
"60016",580.87,273,232,0.08,0.417,29.78,166.6,0.973,0.0552,60.16,0.63,11.2,50.2,67.2,1564,1596,40.16,0.0016,257.918,300.565542439228,276653,238720,1.07661406560023,26,7e-04,0.468
"61002",181.87,152,185,0.23,0.498,15.46,96,0.967,0.0413,27.9,0.44,11.5,43.8,59.9,1437,1446,35.35,0.0035,80.86,78.4196206968661,208852,224687,1.02185539225538,64,8e-04,0.537
"62001",897.585,209,285,0.1,0.463,49.98,109.8,0.995,0.0486,109.09,0.52,11,44.8,59.8,1379,1363,36.97,0.0047,213,353.433424404272,248977,248169,1.06231683139366,64,0.0017,0.507
"62002",517.5825,243,272,0.09,0.445,38.65,106.1,0.993,0.0619,76.24,0.54,10.7,43.3,59.3,1392,1417,38.97,0.0037,138.8,233.987370206262,259932,253697,1.0823025991513,33,0.0014,0.484
"62003",175.385,289,270,0.13,0.397,18.11,110.3,0.983,0.0748,31.37,0.65,10.4,43.4,58.9,1448,1499,43.2,0.0022,40.6,107.334703347306,271146,263799,1.03424365758231,25,8e-04,0.441
"63001",170.1,265,278,0.12,0.43,19.16,159.8,0.99,0.0471,41.11,0.63,10.5,45.6,60.6,1456,1509,39.17,0.0012,94.5145,99.2296009652559,271973,274219,1.06251543926348,62,6e-04,0.489
"63002",181.8825,341,259,0.14,0.374,27.44,194,0.898,0.0537,46.15,0.66,11,52.3,69.3,1756,1769,43.99,0.0012,94.2605,107.433056532738,274413,283210,1.06758699438966,22,7e-04,0.435
"63003",40.55,197,304,0.28,0.433,7.92,110.7,1,0.0383,17.98,0.53,10,37.4,49.3,1182,1254,38.05,0.0018,20.08,22.3229765438655,259934,269294,1.18383233046942,12,2e-04,0.472
"64001",464.605,281,222,0.07,0.413,20.37,269.8,0.995,0.0292,40.49,0.66,11.1,58.4,75.6,1835,1837,39.85,7e-04,321.713,323.679703560741,284142,306845,1.01549745374137,61,4e-04,0.478
"64002",74.9325,314,209,0.21,0.386,9.7,323.1,0.951,0.0551,18.67,0.66,11.8,67,90.8,2166,2035,42.81,0,63.605,73.2327569038484,269101,309379,1.10656322816953,26,2e-04,0.448
"64006",47.0175,262,264,0.24,0.424,9.22,204.2,0.983,0.0196,17.6,0.66,10,42.8,57.3,1496,1508,38.47,0.0014,18.4545,34.0864037437493,269502,288174,1.09850569430795,40,0.0012,0.504
"64010",63.65,387,255,0.19,0.289,8.46,159.8,0.997,0.0319,14.6,0.71,11.7,61.8,80,2007,2123,52,0,106.353,85.677379180829,277100,330325,1.07920277675396,25,0,0.326
"64011",5.35,419,66,0.22,0.364,2,433.3,1,0.0037,4.11,0.66,12.4,66.9,84.9,2159,2333,42.06,0,6.212,9.66511476647091,280806,315666,1.0968970369905,27,0,0.459
"65001",66.9525,338,205,0.07,0.393,7.46,309.4,0.895,0.0486,16.62,0.62,13,80.1,106,2810,3030,45.09,3e-04,106.6,64.7260731825341,261427,351195,1.04333328243917,55,2e-04,0.406
"65004",46.1125,295,267,0.28,0.405,10.66,214.1,0.862,0.0654,18.68,0.54,11.7,62.9,81.1,2154,2405,45.18,0.0024,22.28,32.8145951066297,255041,356469,1.03914977238853,45,0.001,0.412
"65005",19.4175,175,179,0.48,0.401,7.2,95.9,0.991,0.071,12.62,0.56,9.9,47.5,61.2,1477,1535,39.31,0.0012,11,17.2284459903928,239276,343241,1.06324720918079,51,0,0.439
"65006",79.8925,321,301,0.24,0.465,14.03,261.8,0.849,0.0621,22.58,0.49,12,65.2,87.6,2258,2339,39.37,0.0097,49.8,44.060248162759,257850,360308,1.0465303815957,47,0.0051,0.499
"66001",404.5575,207,15,0.09,0.539,20.13,117.6,0.993,0.057,44.5,0.41,9.6,34.8,45.9,910,911,32.15,0.0058,50.623,69.961630023506,309230,360665,1.03625828284166,47,0.0036,0.588
"66002",218.51,269,34,0.16,0.433,22.89,129.6,0.979,0.0339,40.81,0.58,10.1,42.8,59.1,1145,1085,38.81,8e-04,65.6005,82.6502881400087,291474,365507,1.17064005226968,12,4e-04,0.483
"66004",62.905,207,243,0.09,0.613,7.84,108.7,0.975,0.028,14.22,0.38,10.1,33.3,44.1,863,852,25.19,0.0036,3.739,9.2670415386433,315144,371478,1.06862916028764,47,0.0022,0.696
"66005",96.3925,234,46,0.18,0.471,12.77,114.8,0.995,0.0372,27.59,0.51,9.3,35,46.3,958,956,34.93,0.0053,17.21,28.4701568557259,309817,351811,1.03644129394596,47,0.0032,0.518
"66006",191.355,284,28,0.16,0.425,14.33,129,0.98,0.0317,29.94,0.6,10.1,43.9,60.8,1185,1125,39.46,9e-04,74.4,79.9635306797316,290505,364668,1.05691663238188,49,4e-04,0.476
"66011",340.11,342,45,0.01,0.327,16.39,169.7,0.977,0.046,32.24,0.7,11.7,64,85.8,2042,2156,48.94,6e-04,405.0085,314.462655474753,278213,352120,1.04488207590238,58,5e-04,0.363
"67005",111.7175,386,99,0.18,0.403,17.72,186.5,1,0.023,30.38,0.51,10.3,41.3,55.4,1198,1250,40.83,0.0013,30,58.3490984584265,317500,336107,1.06885321116268,26,0.0014,0.462
"67006",185.48,356,130,0.1,0.392,16.48,120.4,0.897,0.0381,30.59,0.62,10,41.7,56.2,1305,1296,44.07,5e-04,78.14,72.135237014538,296642,349518,1.08518123962589,63,4e-04,0.403
"67008",225.6525,233,63,0.18,0.542,25.24,108.2,0.99,0.048,51.92,0.41,10.1,35,45.5,917,901,29.84,0.0291,21.68,42.3700102519096,323013,359066,1.02753837481818,57,0.0204,0.591
"67009",81.595,303,38,0.12,0.527,14.08,142.5,0.99,0.0328,27.08,0.41,10,36.3,47.6,968,959,27.71,0.0016,8.78,20.8590727400504,319020,357784,1.06664443049166,67,0.0016,0.615
"67013",32.47,435,335,0.24,0.351,6.21,222.9,1,0.0182,10.73,0.71,10.5,47.8,66,1756,1762,45.06,0,24.081,37.808852480622,296007,331068,1.11474485644383,12,0,0.415
"67015",1008.74,339,85,0.09,0.402,56.75,154.8,0.934,0.0457,93.29,0.55,10.2,44.2,59.4,1367,1396,42.69,0.0043,226.5,364.903915945753,303097,340024,1.05707177311566,54,0.0025,0.431
"67018",53.3825,387,85,0.17,0.289,7.22,150.5,1,0.0483,14.77,0.71,11.2,59.4,78.8,2022,1932,51.9,4e-04,78.5245,75.050367051109,283267,330791,1.03833558433716,24,1e-04,0.312
"68001",622.68,79,13,0.07,0.533,33.03,29.6,0.955,0.1575,64.77,0.34,9.5,29.8,39.4,732,766,32.72,0.0273,46.6775,54.5818489212557,365240,350713,1.04160195944405,86,0.0231,0.513
"68003",412.4575,144,281,0.25,0.488,36.96,59.9,0.968,0.1256,74.33,0.4,9.9,32.1,41.5,853,877,35.55,0.0479,55.691,66.7041265753205,383420,363584,1.04169486801553,44,0.0362,0.459
"68005",201.3825,89,63,0.08,0.511,14.86,27.4,0.95,0.1593,29.37,0.34,9.4,29.6,38.6,719,756,34.29,0.0074,14.193,21.0191239004479,359816,344403,1.0299229892269,54,0.0052,0.502
"68006",151.4225,261,261,0.21,0.41,20.31,113.8,0.979,0.0488,36.4,0.5,10.4,36.5,45.8,1017,1050,39.12,0.0293,53.477,52.2625781922507,393994,365348,1.11845042616485,30,0.0246,0.417
"68007",148.34,73,235,0.19,0.541,14.94,22.6,0.942,0.1816,32.66,0.39,10.2,30.5,39.7,818,812,32.69,0.0204,20.78,19.5762183425955,375825,376264,1.036500711588,56,0.0115,0.508
"68010",18.005,45,11,0.21,0.435,4.02,29,0.999,0.1024,8.86,0.38,10.4,30,38.9,774,783,37.1,0.2078,4.753,4.80873902640868,328767,385448,1.18698613300468,7,0.2004,0.432
"68011",33.76,61,121,0.2,0.38,7.32,12.4,0.998,0.2498,13.3,0.37,10.8,31.5,39.2,831,801,35.52,0.0212,6.0925,11.0893929991492,366592,381601,1.10845431977692,6,0.0112,0.437
"68018",142.565,270,258,0.21,0.398,17.95,117.8,0.979,0.044,32.99,0.5,10.4,36.8,46,1030,1064,39.65,0.0228,41.75,52.3572562592856,394496,365488,1.02877095361918,73,0.0183,0.408
"68020",148.6575,52,294,0.17,0.541,13.85,33.8,0.994,0.1463,33.37,0.35,9.9,28.8,39.1,729,724,32.27,0.0166,15.168,17.8435966403076,351376,364257,1.03957883697446,44,0.012,0.538
"68021",17.8725,43,355,0.5,0.495,4.47,24.8,0.996,0.1385,9.14,0.38,10.3,30,38.7,750,759,33.37,0.1735,3.976,3.68591954457613,325359,386218,1.14480967107437,17,0.168,0.513
"68044",72.5575,353,231,0.18,0.34,10.88,146.1,0.997,0.025,18.34,0.52,10.6,39.1,49,1160,1208,43.96,0.0011,43.99,43.8910168449316,398635,367269,1.07468048008317,31,3e-04,0.373
"69003",73.2825,115,230,0.35,0.549,12.47,45.3,0.925,0.1144,21.59,0.57,11,36.2,49.5,1024,1048,31.83,0.3941,37.913,15.5699259731735,388173,405053,1.0433696806893,44,0.288,0.508
"69005",160.1475,50,178,0.27,0.374,13.03,20.4,0.927,0.261,29.07,0.41,11.5,33.5,46.6,965,953,37.91,0.1479,32.679,44.8610504329277,366480,401208,1.04867407639828,24,0.1114,0.39
"69006",257.57,124,302,0.25,0.531,26.85,56.2,0.946,0.1167,50.15,0.43,10.3,31.7,42.4,881,865,32.55,0.0788,38.414,38.6777037381615,385614,378681,1.02707760733546,65,0.0454,0.507
"69007",667.2725,242,278,0.24,0.421,44.49,112.4,0.905,0.0907,72.12,0.53,10.8,38.5,51.5,1127,1108,38.41,0.1353,165.5,163.90640465117,398472,391822,1.04399957611178,64,0.0949,0.413
"69008",58.8675,187,288,0.34,0.577,14.48,87.2,0.96,0.1028,26.37,0.52,10.3,33.3,44,954,918,28.78,0.0632,9.652,11.6531421381709,392326,379277,1.08008291074544,57,0.0314,0.552
"69012",68.3825,183,316,0.23,0.527,15.43,81.7,0.951,0.0785,25.08,0.52,10.3,33.5,43.6,933,926,31.03,0.113,17.3705,14.5326290156934,391561,374341,1.08505515388928,56,0.0749,0.545
"69015",149.395,342,260,0.15,0.363,17.54,154,0.831,0.0251,29.2,0.53,11,43.9,58.8,1322,1318,44.3,0.0331,52.8525,50.2498751962098,405356,396928,1.04254843611952,54,0.0206,0.367
"69017",184.2325,309,285,0.15,0.464,17.96,151.3,0.918,0.0304,28.61,0.52,10.4,37.6,50.7,1152,1144,32.5,0.0246,61.047,53.0955183199839,402591,382528,1.06418571608062,54,0.0135,0.482
"69019",24.0475,61,187,0.55,0.328,5.19,22.2,0.941,0.2181,12.06,0.44,11.2,34.3,46.3,956,957,37.63,0.3452,5.74,10.2043520622279,375746,401590,1.23622493874393,25,0.2373,0.349
"69020",57.0875,147,236,0.44,0.381,12.71,58.5,0.973,0.1094,23.44,0.55,11.1,37.6,51.2,1025,1039,35.64,0.3666,23.331,24.287692958505,392236,401692,1.05232723286701,51,0.2718,0.382
"69022",100.5975,300,238,0.09,0.451,8.98,118.8,0.934,0.0336,17.6,0.55,11.5,42.2,60.1,1392,1383,36.17,0.0765,78.4535,46.2339118699368,382128,423584,1.0832084877026,28,0.0474,0.455
"69023",190.4525,218,218,0.18,0.524,20.15,93.2,0.911,0.0768,34.35,0.57,11.3,41.9,57.5,1240,1223,33.11,0.1603,71.753,49.7424171655415,389144,413623,1.03698760967342,75,0.115,0.499
"69024",141.775,201,156,0.21,0.355,12.96,80.4,0.862,0.0545,24.21,0.51,12,41.5,56.5,1288,1283,44.46,0.17,60.53,53.4588964909078,370665,413066,1.02557687085263,75,0.1212,0.33
"69025",550.505,213,185,0.15,0.444,37.17,90.8,0.909,0.0726,59.73,0.54,11.6,41.2,56.7,1260,1253,37.36,0.1569,273.5,158.379448936618,380924,414646,1.04272784683427,82,0.1122,0.429
"69027",146.0075,259,257,0.27,0.372,29.28,121.1,0.898,0.0604,48.47,0.54,11.4,42.5,56.4,1215,1179,42.58,0.1537,63.271,55.6708916262971,398402,401925,1.06506835807298,74,0.1051,0.366
"69028",517.2825,289,267,0.19,0.405,31.91,137.1,0.892,0.0441,52.2,0.53,10.9,40.5,54.2,1199,1183,39.23,0.0815,139.845,144.501629869898,401519,392649,1.06462739382274,68,0.0564,0.409
"69030",147.735,51,147,0.15,0.477,13.4,24.3,0.941,0.1769,24.69,0.38,11.4,33.2,46,903,903,33.24,0.1628,28.9885,29.4698949092488,352484,397337,1.06485570572924,40,0.1411,0.471
"69032",96.61,35,319,0.23,0.501,8.12,13.2,0.983,0.2346,15.26,0.37,11,32.1,43.4,860,895,32.66,0.2712,17.513,20.0122745673146,341518,396197,1.03954883727234,45,0.2649,0.486
"69041",115.8525,295,252,0.25,0.37,20.28,135.6,0.887,0.0515,34.94,0.55,11.6,44.5,58.9,1290,1255,43.7,0.1196,49.96,48.1509226973384,399515,403927,1.0453337737116,56,0.0793,0.368
"69043",72.3025,116,229,0.35,0.552,11.58,45.3,0.924,0.1143,20.57,0.57,11,36.2,49.6,1026,1049,31.73,0.3899,28.326,15.2343632551384,388222,405128,1.05640875983279,28,0.2841,0.51
"69044",139.97,280,221,0.12,0.425,18.85,118,0.945,0.0437,31.24,0.54,11.5,42,59.8,1367,1354,37.4,0.0874,113.145,66.7299130209224,381484,421639,1.03303513176728,50,0.0554,0.43
"69045",256.76,124,302,0.25,0.53,26.18,56.4,0.946,0.1153,49.36,0.43,10.3,31.7,42.4,881,865,32.57,0.0791,36.361,38.7003955780665,385653,378653,1.0753864555141,23,0.0456,0.507
"69046",36.865,254,185,0.21,0.393,7.4,101.3,0.781,0.0222,13.33,0.51,12.3,44.8,61.3,1384,1390,46.91,0.0229,22.1655,12.2563129947648,372843,417450,1.09187771650061,22,0.0146,0.345
"69047",14.775,292,246,0.37,0.467,3.66,138.8,0.89,0.038,7.54,0.57,11.9,48.8,68.8,1353,1282,35,0.0341,9.484,7.0362151861422,395332,417716,1.07972865118548,27,0.0165,0.475
"69048",40.6025,317,240,0.19,0.378,6.84,145.9,0.906,0.0362,15.07,0.57,11.8,48,62.7,1359,1318,43.3,0.0227,21.8845,22.430072581088,399678,408701,1.078699374901,24,0.0103,0.388
"69803",110.5275,250,221,0.19,0.478,10.78,109.6,0.896,0.0684,18.74,0.57,11.6,45.2,61.9,1306,1274,34.22,0.1393,44.859,36.7769664945322,392289,415155,1.04423746839508,30,0.1019,0.47
"70002",189.7775,97,260,0.07,0.506,20.06,49,0.88,0.1159,43.61,0.51,11.4,35.7,47.9,1028,1023,33.4,0.1337,44.8,34.1267967593665,355863,408691,1.05332907667729,25,0.1005,0.459
"70003",67.7175,156,240,0.26,0.46,13.25,67.9,0.778,0.0642,24.55,0.51,11.4,35.9,48.9,1140,1108,37.7,0.068,17.7025,12.737679425052,360884,412431,1.05142463006535,38,0.0488,0.418
"70004",81.415,93,293,0.34,0.473,13.55,50.5,0.939,0.104,30.22,0.51,10.7,35,47.3,1050,1043,38.37,0.097,28.809,23.8339882855259,357085,416864,1.07141847274648,41,0.0751,0.464
"70005",54.185,71,274,0.4,0.481,12.76,37.3,0.964,0.1368,27.01,0.51,10.4,34.5,45.4,1022,1012,38.22,0.1473,23.008,17.1631454301609,356440,422277,1.04082615573545,35,0.1087,0.474
"71001",1144.7,220,220,0.08,0.369,52.65,94.7,0.974,0.0777,102.03,0.56,10.9,43.9,59.6,1350,1321,42.13,0.0376,599.752,499.091374179212,376535,447200,1.0482661829117,50,0.0248,0.371
"71003",10.71,343,148,0.35,0.283,3.66,156.7,1,0.0163,6.79,0.6,12,55.3,75.3,1882,1786,54.51,0,10.9,18.0444691779472,368809,456461,1.06311970041562,37,0,0.276
"71004",317.435,221,290,0.15,0.398,22.96,94.3,0.945,0.0513,40.73,0.55,10.8,40.6,55.1,1232,1213,38.32,0.1025,172.971,123.438177721484,383071,434454,1.05332658134819,53,0.0729,0.395
"71006",446.1675,238,198,0.1,0.361,35.15,87.5,0.997,0.0906,74.55,0.61,10.8,43.2,59.1,1343,1342,43.43,0.015,220.554,245.21365111107,380313,457758,1.04051756940831,55,0.0076,0.367
"71008",258.15,245,168,0.15,0.328,24.68,122.3,0.97,0.055,42.54,0.6,11.4,50.9,69,1602,1533,46.13,0.0021,222.3405,188.189918653339,366844,450185,1.03742229798554,54,8e-04,0.33
"71009",1047.0125,231,224,0.08,0.365,32.66,97.4,0.974,0.0715,78.75,0.57,11,44.2,60.2,1369,1344,42.38,0.0389,547.161,475.886045284748,377633,448324,1.04150423384,51,0.026,0.367
"71010",110.615,252,260,0.12,0.395,12.42,98.9,0.948,0.0395,21.42,0.58,10.8,42.4,56.8,1249,1238,39.31,0.0831,81.7635,52.328605069179,388256,439474,1.07659764042189,52,0.0583,0.388
"71011",203.1775,319,205,0.1,0.365,21.87,102.5,0.998,0.0987,42.88,0.61,11.1,45,61.9,1446,1490,46.04,0.0071,121.978,137.909248971175,381225,469053,1.01223304946715,53,0.0027,0.382
"71013",39.05,231,317,0.25,0.423,6.47,95.2,0.938,0.0355,11.54,0.51,11.9,43.8,60.3,1340,1332,36.71,0.1388,28.778,21.4617804371652,369919,422786,1.03258150497676,50,0.0935,0.424
"71014",136.2075,163,311,0.24,0.418,18.89,76.9,0.946,0.0645,32.1,0.51,11.1,40.3,53.8,1199,1154,38.85,0.1375,90.5325,54.9957221808035,366053,425519,1.05276980290059,48,0.0996,0.408
"72002",273.75,146,249,0.36,0.376,17.85,71.4,0.958,0.1367,37.86,0.56,10.7,41.5,53.9,1251,1258,44.32,0.0122,131.364,123.019052941193,354182,445969,1.0776582390289,29,0.0057,0.368
"72003",82.695,266,336,0.36,0.305,9.44,112.2,1,0.0318,16.55,0.6,11.6,50.2,67.8,1552,1626,49.84,8e-04,129.75,79.9001896683448,363870,463136,1.04651996003726,32,2e-04,0.305
"72004",985.3725,275,283,0.1,0.382,39.57,137.2,0.997,0.0689,74.98,0.64,11.5,50.5,68.3,1521,1523,43.71,0.0043,729.715,540.018082350431,366471,482804,1.04290602256364,55,0.0016,0.404
"72005",219.235,317,115,0.03,0.39,21.58,174.5,0.995,0.0484,35.76,0.71,12,55.1,78.2,1670,1633,40.85,0.0019,271.444,163.467557001825,362069,503090,1.05616834709878,54,8e-04,0.438
"72006",510.0875,315,273,0.07,0.394,32.83,169.5,0.997,0.0515,54.54,0.71,11.9,54.5,75,1652,1623,43.02,0.0029,441.994,330.388793578517,366219,495008,1.12836183836583,16,0.001,0.425
"72007",31.51,196,219,0.38,0.318,9.6,109,1,0.0529,15.48,0.6,11,43.1,57.8,1361,1371,49.42,0,28.972,28.9435971837601,356444,444791,1.07480409943674,45,0,0.319
"72009",139.3625,231,358,0.05,0.342,18,91.3,0.995,0.0735,29.31,0.6,10.8,42.8,58,1313,1323,44.93,0.0061,99.634,91.3072628790902,372825,467577,1.03751743087231,52,0.0018,0.37
"72011",194.09,366,291,0.14,0.338,14.56,180.5,0.999,0.037,28.21,0.71,12.1,57.5,78.1,1751,1702,48.36,0.0025,306.66,176.835906702261,372444,490983,1.05081974552064,54,9e-04,0.348
"72014",28.9925,131,270,0.32,0.427,7.39,93.4,0.975,0.0822,14.2,0.6,10.6,40.2,51.3,1183,1257,35.96,0.0064,16.9705,15.6443962770782,351620,459069,1.089255949865,56,0.002,0.443
"72015",140.83,318,46,0.07,0.392,10.49,145.9,0.993,0.0549,20.14,0.71,12.1,55.4,80,1630,1597,39.48,0.0022,198.55,107.844838294192,363047,505308,1.0368409735927,44,0.0011,0.44
"72016",87.9925,243,238,0.32,0.314,12.7,102.4,0.942,0.0461,22.52,0.6,11.3,48.6,62.3,1473,1505,50.03,4e-04,79.331,63.1732982723725,356552,454584,1.08996079816625,19,2e-04,0.316
"72017",230.695,238,339,0.17,0.333,18.23,98,0.997,0.0628,33.73,0.6,11.1,45.4,61.4,1391,1426,46.52,0.0044,214.526,155.832435133463,369150,466039,1.02887527728663,67,0.0013,0.35
"72817",33.1925,77,240,0.44,0.399,8.56,35.8,0.992,0.0932,16.64,0.52,10.3,37.6,49.8,1110,1091,40.51,0.0212,23.268,18.0267974023249,355055,438299,1.09448254924312,37,0.0086,0.387
"73002",72.335,212,146,0.21,0.412,9.27,197.6,0.73,0.0518,18.93,0.71,12.2,61.6,85.2,2152,2152,50.41,8e-04,21.194,26.655184920287,329400,495201,1.0735610291915,52,0.001,0.363
"73003",74.52,265,168,0.22,0.424,11.23,173.2,0.942,0.0633,22.3,0.71,12.1,58.9,81.7,1895,1884,42.58,0.0037,65.834,56.6970272407112,346219,501623,1.06962245727344,18,0.0025,0.466
"73005",212.24,234,178,0.16,0.467,19.24,153.4,0.976,0.0739,33.63,0.71,11.5,54.1,74.7,1726,1758,38.11,0.0179,165.082,125.940125603959,350610,499237,1.0670775961951,55,0.0116,0.514
"73008",127.4275,136,243,0.21,0.489,14.19,88,0.952,0.0931,29.33,0.68,10.5,43.7,56.7,1294,1305,33.01,0.0097,37.4,48.8501549240688,355396,484837,1.0410611149575,54,0.0029,0.529
"73009",34.695,334,158,0.18,0.391,10.17,224.5,0.997,0.0609,18.39,0.71,12.2,61.3,86.6,2013,2069,44.14,0,43.655,41.4055005164954,349717,503263,1.03473525664207,54,2e-04,0.452
"73010",247.9725,229,172,0.13,0.452,21.47,218.9,0.694,0.0524,36.23,0.71,12.7,67,92.3,2172,2210,46.57,0.0059,72.329,57.9046829423518,335815,501820,1.03505612163799,84,0.0045,0.44
"73011",65.4425,231,214,0.16,0.468,10.65,138,0.993,0.0615,20.56,0.71,11.1,50.5,69.3,1599,1674,36.87,9e-04,57.76,44.9238910950665,355573,498635,1.06590421981173,54,5e-04,0.512
"73012",183.22,257,177,0.17,0.451,13.64,165.5,0.972,0.0712,25.83,0.71,11.7,55.7,77.2,1787,1824,39.87,0.0052,144.086,118.962984405096,350452,500549,1.05208611351783,42,0.0038,0.496
"73014",56.5775,291,96,0.17,0.345,9.03,299.8,0.907,0.0751,15.39,0.71,14.4,84.4,122.2,2757,2867,49.37,2e-04,87.7765,64.6521950105557,329854,504713,1.04178172455742,46,0.0013,0.435
"73015",30.0425,93,265,0.13,0.455,6.15,83,0.976,0.0744,11.48,0.6,10.5,41.7,53.5,1158,1195,35.79,0.0029,12.421,14.4933415554204,354954,472815,1.08245965195033,33,6e-04,0.486
"73017",70.62,272,169,0.21,0.41,10.06,177.5,0.948,0.0602,20.66,0.71,12.2,59.5,82.5,1919,1902,43.29,0.0015,67.8805,58.1000447325649,345979,501886,1.06018572195109,24,0.0015,0.454
"74001",85.255,315,156,0.09,0.303,11.09,210.3,0.985,0.0465,22.05,0.71,12.7,62.4,84,2267,2351,53.69,0,120.9135,114.332316173817,321479,496480,1.04692041844812,56,2e-04,0.337
"74002",43.99,377,218,0.2,0.402,7.84,384.6,0.746,0.0281,13.07,0.71,14.1,81.9,115.2,2629,2738,52.21,1e-04,22.285,22.5886789894541,317603,508084,1.03900323428173,44,3e-04,0.367
"74003",44.5875,372,291,0.21,0.484,7.59,323.3,0.74,0.0323,16.28,0.71,13.2,68.6,94.9,2542,2567,41.89,0,33.9955,17.3400182076149,314175,513744,1.05291820281946,50,0,0.417
"74005",129.5,219,241,0.17,0.523,20.56,165.8,0.897,0.0648,38.52,0.69,11.7,51.6,69.2,1753,1817,35.35,0.0111,73.04,53.0164964864754,307113,515094,1.04739166018337,49,0.0119,0.497
"74006",43.895,284,241,0.36,0.411,10.25,161.4,0.999,0.0313,16.16,0.71,11.5,48,62.8,1828,1843,47.29,0.0017,59.691,44.1195406100455,308078,509768,1.06279340197159,50,0.0013,0.423
"74007",70.04,318,251,0.19,0.391,11.43,231.8,0.964,0.0582,21.54,0.71,12.8,66.4,90.3,2308,2431,45.51,1e-04,103.648,75.5057476438799,319338,501766,1.01327594997053,49,3e-04,0.416
"74008",47.0525,373,229,0.15,0.3,7.81,251.3,0.974,0.047,14.82,0.71,13.2,69.1,95,2517,2604,54.72,0,68.689,72.4031543154912,323958,499155,1.03393206606985,50,2e-04,0.323
"75001",41.865,465,324,0.14,0.396,7.01,285.4,0.721,0.0178,14.51,0.71,13.1,69.1,93.5,2598,2676,52.29,0,20.196,19.3776954255282,331638,515085,1.13573212359059,49,0,0.38
