"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","Easting","Northing","QMED","Lcv","LSkew","LKurt","L1","L2","N"
"25004",224.19,100,148,0.22,0.395,26.62,34.2,0.977,0.1205,48.85,0.32,9.9,28.9,37.3,644,683,37.1,0.091,430605,526061,21.214,0.224906482784932,0.163101423542844,0.185092134084304,22.6974920634921,5.10481310803891,63
"25005",194.1525,126,300,0.23,0.369,27.05,75.9,0.994,0.1067,44.61,0.34,10.1,33.3,43.6,726,727,40.45,0.0137,453157,507566,43.32,0.243825100701628,0.272349961028311,0.241340502411072,46.7405106382979,11.3965097132285,47
"25006",86.8125,402,54,0.3,0.281,12.76,68.3,0.999,0.0421,24.01,0.62,10.7,40.3,54.5,1127,1268,55.22,0.0013,393998,510669,73.776,0.18604814241391,0.189690874031869,0.162032477286049,77.4433174603175,14.4081853558628,63
"25008",510.15,452,109,0.2,0.347,26.88,99,0.912,0.0345,54.95,0.6,10.7,43.4,57.8,1310,1442,50.43,0.0026,388626,525153,261.3,0.174710925089837,0.136468727859936,0.0482448643310819,272.50201754386,47.6090795739348,57
"25009",1267.12,271,106,0.19,0.389,71.03,65.8,0.958,0.0784,122.71,0.4,10.3,36.2,47.3,966,1047,43.6,0.0224,406924,520356,406.762,0.175287902915343,-0.0377845704759798,0.00787673087824753,396.244962264151,69.4569484760522,53
"25011",12.7875,544,208,0.39,0.264,4.19,123.4,1,0.0124,7.21,0.59,10.7,44.2,59.4,1463,1457,58.21,0.001,385506,533453,15.647,0.225263587911394,0.321444280390143,0.145848070507264,17.3483783783784,3.90795795795796,37
"25012",24.5825,539,147,0.27,0.283,5.57,121,1,0.0212,9.44,0.59,11.2,49.3,68.7,1577,1739,53.45,0,381653,533545,33.426,0.18061657671742,0.218504508553213,0.137209881001195,36.707037037037,6.62989937106918,54
"25018",242.0125,531,115,0.15,0.31,19.15,109.3,0.939,0.0336,37.72,0.6,11.1,47.9,65.1,1533,1704,53.89,5e-04,383002,529939,213.1405,0.183350910763334,0.111236992972486,0.081523915845487,221.12734,40.5438991836735,50
"25019",15.0875,215,261,0.04,0.495,5.58,128,1,0.0195,9.53,0.38,10.5,37.8,52,830,855,38.58,0.0043,460960,509662,5.09,0.341050975385053,0.372540607331225,0.250574187530398,6.78457777777778,2.31388686868687,45
"25020",152.765,112,145,0.21,0.428,13.88,35.9,0.977,0.1191,29.5,0.32,9.8,29,37.7,654,696,34.77,0.0489,431319,529339,14.2215,0.177445745696447,0.0227142369701131,0.154123796711093,14.26472,2.53121387755102,50
"25021",75.6975,115,166,0.22,0.487,10.14,40.2,0.961,0.0992,21.84,0.32,9.8,29.8,38.6,662,692,34.36,0.0459,434851,532278,5.911,0.226329231037862,0.289394052970648,0.276787484525669,6.833875,1.54670567375887,48
"25029",183.86,131,299,0.23,0.369,21.9,76.7,0.994,0.1084,38.19,0.35,10.2,33.6,44,732,733,40.46,0.014,453584,507394,36.72,0.213010009576499,0.164993628566926,0.104181112331539,38.5748235294118,8.21682352941176,17
"26003",59.5925,77,147,0.27,0.894,15.04,48.4,0.987,0.1062,24.01,0.3,10.2,31.6,40.6,698,723,10.43,0.0043,504679,465162,1.7785,0.248822137752915,0.0102921861505755,0.0560122203422217,1.83335483870968,0.456179270227393,62
"26009",195.605,105,107,0.31,0.898,21.31,55.1,0.991,0.0736,37.97,0.32,11.1,33.7,42.9,721,767,10.45,0.0055,492273,457814,5.621,0.185815823481549,-0.102666565194738,0.0953506525913457,5.61828571428571,1.04396638655462,35
"26013",53.3325,63,104,0.41,0.837,9.45,28,0.997,0.0934,17.49,0.32,10.9,31.9,41.2,690,732,17.61,0.006,495225,453356,2.7,0.268636341475306,0.280915454781153,0.0232493459353679,3.68146153846154,0.988974358974359,13
"26014",32.415,104,153,0.32,0.924,7.8,65.5,1,0.0158,13.28,0.31,10.7,33.2,42.9,721,758,6.51,0.0072,498434,463036,0.424,0.318029767721567,0.205079785935785,0.0779615832605217,0.53212,0.16923,25
"26015",49.39,78,153,0.4,0.879,10.49,49.2,0.998,0.0968,190.8,0.31,10.6,32.5,42.1,699,729,12.56,0.0249,500424,461560,2.49,0.170034437354401,0.0915047722195887,-0.0829188384214486,2.53153846153846,0.430448717948718,13
"26016",15.85,154,10,0.19,0.927,3.85,57.2,1,0.0305,7.33,0.32,11,33.9,42.4,757,793,5.67,0,488328,466463,0.0995,0.31755894590846,0.253406708595387,0.188276668793487,0.110923076923077,0.0352246153846154,26
"27001",493.9075,195,93,0.22,0.411,37.3,75.2,0.947,0.0854,75.66,0.37,11.4,38.6,48.8,962,967,39.59,0.0319,423311,461280,115.9935,0.195912488519378,0.179401089309544,0.155192810935414,125.126142857143,24.513774025974,56
"27002",759.0475,273,136,0.13,0.389,59.47,111.4,0.927,0.0532,107.5,0.43,11.1,40.7,53.4,1163,1171,42.75,0.0162,408604,459310,237.214,0.169509581853881,0.198374849655903,0.134863823997226,257.726632183908,43.6871336541031,87
"27006",364.8775,262,73,0.28,0.431,23.52,106.5,0.884,0.0298,51.2,0.37,10.6,40.7,54.2,1014,1010,38.36,0.1331,426677,393030,87.105,0.24421957857153,0.28466012948001,0.209781124412067,95.759447761194,23.3863319764812,67
"27007",912.5825,273,84,0.2,0.392,52.98,98.7,0.981,0.0674,102.47,0.41,11.2,41.8,53.8,1120,1121,43.66,0.0078,408676,481763,278.172,0.203862544088205,0.192289450225532,0.0781238981885704,302.296754716981,61.6269854862119,53
"27009",3300.7975,185,100,0.13,0.426,76.4,69.1,0.983,0.1357,152.06,0.37,11,36.5,46.5,899,918,39.94,0.0148,422906,481304,322,0.140359228890475,0.118597607644559,0.123683411209538,331.534656934307,46.5339487977673,137
"27010",18.82,323,161,0.22,0.303,5.2,149.8,1,0.0094,10.13,0.4,10.4,36,47.4,987,1038,50.58,7e-04,461815,498136,9.42,0.224155883660528,0.292950875946257,0.245879017111097,10.4236585365854,2.3365243902439,41
"27021",1252.87,154,77,0.2,0.509,46.73,76.7,0.922,0.0571,83.17,0.34,10.5,35.9,47.2,800,800,29.91,0.1345,435409,391201,162.1,0.194048533607855,0.109234878040099,0.154206786586721,164.859353846154,31.9907158653846,65
"27022",824.43,186,75,0.21,0.477,28.48,85.2,0.915,0.0454,57.2,0.38,10.6,37.2,48.3,864,860,32.36,0.1405,434197,384597,150.5905,0.341003033059128,0.426829368028787,0.268916544673575,188.881107142857,64.4090304232804,28
"27023",119.5575,148,78,0.26,0.576,12.76,74.4,0.938,0.0398,25.43,0.32,10.2,35.1,49.1,766,764,25.15,0.0736,427122,409349,27.0035,0.341074402144141,0.541304244053148,0.52721045460251,34.172765625,11.6554556051587,64
"27026",167.0325,163,79,0.22,0.499,10.57,73.3,0.973,0.0424,18.8,0.38,10.4,35.2,43.6,811,796,27.91,0.1459,436202,371290,36.886,0.233470885454044,0.309760856407515,0.277187313929694,43.0444603174603,10.0496282642089,63
"27027",445.285,354,161,0.13,0.355,32.95,137.1,0.976,0.0363,61.97,0.62,11.1,43.4,57.9,1369,1385,46.48,0.0044,398529,466712,267.21,0.126364247460923,0.283996879531854,0.112925375582846,273.915923076923,34.6131794871795,13
"27028",687.0075,220,120,0.11,0.411,45.05,95.2,0.968,0.0586,81,0.49,10.5,37.8,50.5,1048,1034,38.51,0.1051,403037,445838,139.703,0.150425748145626,0.220076466502334,0.234159453556558,146.930412698413,22.1021172555043,63
"27029",340.75,292,103,0.14,0.455,20.46,138.6,0.931,0.0256,35.53,0.57,11.2,43.3,58.7,1257,1264,38.53,0.0477,400166,424872,132.7065,0.223342063289938,0.137945067040719,0.156722337953452,139.409192307692,31.1359366515837,52
"27031",245.58,246,54,0.24,0.629,15.67,121.8,0.947,0.0306,27.43,0.52,11.1,44.3,60.1,1144,1131,24.21,0.0896,412179,411831,90.357,0.215344896987464,0.171332822405889,0.1727948775757,94.4456440677966,20.3383874926943,59
"27032",22.245,453,180,0.4,0.272,6.26,99.4,0.997,0.0206,12.43,0.62,11.5,42,54.9,1433,1451,57.36,0,401917,469050,4.052,0.202523482854082,0.189608376188079,0.222702136114235,4.12694545454545,0.835803367003367,55
"27034",510.935,366,83,0.14,0.353,33.45,129.6,0.99,0.0452,60.67,0.63,11.2,45.3,59.8,1337,1344,46.93,0.0043,396731,487691,252.951,0.132843030807426,0.0685088099257127,0.105061153837713,255.036109090909,33.8797696969697,55
"27035",283.3925,230,168,0.12,0.362,21.29,99.6,0.977,0.0732,38.45,0.62,10.5,39.3,52.8,1151,1131,42.48,0.0193,393463,455408,57.6185,0.182509027944755,0.41375950304274,0.280999840977613,67.1501851851852,12.2555150244584,54
"27040",68.1175,114,18,0.13,0.439,7.88,62.1,0.968,0.0574,17.74,0.38,10.7,34.1,41.6,708,717,32.6,0.0604,445465,369345,10.864,0.18662418294226,0.0771716614811837,0.174575909167568,11.0688679245283,2.06571843251088,53
"27041",1594.2425,128,160,0.14,0.601,54.85,76.8,0.994,0.141,99.17,0.34,10.6,32.2,42.2,765,784,28.21,0.008,476234,483445,70.6615,0.150278970250382,0.315592722982076,0.204166484675272,75.4045,11.3317106122449,50
"27043",430.005,360,165,0.14,0.354,30.68,138.1,0.975,0.0351,58.7,0.62,11.2,43.7,58.4,1385,1402,46.68,0.0036,398151,467368,266.012,0.173575855631485,0.0551904603072292,0.00187144331168124,276.40032,47.9764220408163,50
"27049",237.6,223,133,0.18,0.566,30.97,118,0.999,0.0386,50.3,0.34,10.6,34.5,45.3,839,877,29.88,0.0029,456282,490526,35.907,0.228274244707192,0.175172564186311,0.0815616355846714,38.60676,8.81292897959183,50
"27051",8.1725,174,84,0.4,0.329,2.58,62.9,1,0.0133,5.27,0.34,12.8,37.7,45.7,855,862,40.77,0.0058,426497,452134,4.564,0.216752402117786,0.142173218185599,0.0922480287931566,4.7996862745098,1.04034352941177,51
"27053",219.305,320,99,0.23,0.365,20.44,114,0.913,0.0291,39.48,0.53,11.3,42.3,54.8,1218,1206,45.34,0.0039,411969,468699,98.787,0.202878002520991,0.0449690073421763,0.0638307078183463,98.997829787234,20.0844819611471,47
"27055",131.295,268,190,0.16,0.378,11.78,144,0.998,0.0145,22.13,0.34,10.4,35.7,47.2,882,938,43.18,5e-04,454510,495668,37.983,0.383085979918311,0.54828528261176,0.493571854255842,49.0273255813953,18.7816810631229,43
"27059",78.4375,195,93,0.4,0.418,14.88,64.4,0.982,0.0452,26.31,0.36,11.7,40,48.3,912,887,39.83,0.0097,421758,473031,22.0235,0.222949910309231,0.302566287017918,0.171114558953487,25.9089347826087,5.77639468599034,46
"27062",523.4725,185,91,0.22,0.417,51.02,71.8,0.95,0.1024,91.82,0.36,11.4,38.3,48.3,945,951,39.36,0.0308,424594,460849,92.391,0.247794261839368,0.399650122100879,0.243802393607823,107.109454545455,26.5411082251082,22
"27071",1354.435,182,116,0.1,0.421,56.05,66.9,0.994,0.1193,116.15,0.38,10.8,34.4,43.7,835,872,39.86,0.013,422328,495093,161.926,0.115119586715343,0.0557539660526586,0.104428860159008,166.852411764706,19.2079806848112,68
"27073",8.06,82,163,0.59,0.811,4.53,47.7,1,0.2373,9.71,0.39,10.4,32.2,41.2,721,717,17.77,0.0079,492579,482806,0.812,0.212136353542083,0.0326738261961473,0.0455159320352349,0.837767441860465,0.177720930232558,43
"27079",950.1825,205,87,0.16,0.543,54.88,104.6,0.922,0.0598,88.74,0.39,10.8,39.5,53.3,1024,1026,30.07,0.1063,413322,420300,233.867,0.153475447655527,0.0306867688303633,0.120676696727406,243.247885714286,37.3325781512605,35
"27080",861.5775,194,119,0.12,0.409,51.29,86.7,0.96,0.0636,96.06,0.4,10.6,37.2,49.1,984,971,37.9,0.1529,408314,443341,156.076,0.145417323530029,0.132302306711169,0.116243294896626,161.972842105263,23.5536571834993,38
"27081",25.1025,80,87,0.39,0.575,6.86,40.4,0.997,0.0486,13.9,0.32,10.5,31.1,40.5,677,656,24.4,0.2235,432702,426837,2.47,0.253106906934825,0.246249685897237,0.173058267052653,2.90716216216216,0.735822822822823,37
"27083",126.3525,39,195,0.28,0.52,17.47,20,0.99,0.2951,33.85,0.32,11.1,29.7,38.9,637,644,34.29,0.0343,461895,464668,12.323,0.233429778484333,0.272383953243739,0.216195301122869,14.5427428571429,3.39470924369748,35
"27086",117.325,187,86,0.39,0.412,15.05,66.1,0.97,0.0457,27.9,0.36,11.7,39.4,47.5,899,882,40.1,0.015,422501,471703,28.522,0.252735976022039,0.38013497362979,0.269050915263772,34.8868918918919,8.81717267267267,37
"27088",146.8675,323,150,0.11,0.354,11.46,147.9,0.945,0.0238,19.67,0.57,11.4,44,60.5,1360,1365,46.77,0.0229,395015,427885,81.918,0.207252619529493,0.323034778535333,0.330653712833464,93.2826333333333,19.3330701149425,30
"27089",815.3475,258,128,0.13,0.418,66.41,106.3,0.93,0.0576,118.47,0.41,11.1,40.2,52.8,1130,1138,40.79,0.018,410930,458205,216.832,0.210156203404874,0.127442503776387,0.0415524846563038,232.16575,48.7910725806452,32
"27090",497.5575,358,84,0.19,0.363,32.15,119,0.998,0.0382,60.72,0.61,11,41,52.7,1123,1194,46.29,0.008,401957,501699,306.276,0.177092166281076,0.0296198686360059,0.139591642167091,298.118612903226,52.7944709677419,31
"27092",325.2675,222,62,0.1,0.326,24.65,110,0.999,0.023,46.65,0.4,10.5,35.8,46.9,877,896,48.58,0.0038,475910,504303,134.462,0.215931423117577,0.0546128070915494,0.0540258030669117,133.232234042553,28.7690259019427,47
"27095",66.26,169,179,0.34,0.663,11.8,116.4,1,0.0263,23.41,0.4,10.7,33.8,45.6,837,850,20,0.0037,482334,491293,7.413,0.298681975115599,0.316948517326646,0.278011879811643,9.02926086956522,2.69687747035573,23
"27096",215.22,421,157,0.09,0.363,16.96,165.4,0.998,0.0345,32.57,0.62,11.5,48.1,65.2,1583,1640,46.46,0.0018,391641,474463,215.5375,0.147317763600785,0.139458473139147,0.00909155155441915,219.77335,32.3765184210526,20
"27098",715.7175,249,88,0.17,0.531,30.11,122.6,0.946,0.0346,53.93,0.51,11,42.1,57.1,1141,1144,31.45,0.0874,407279,420338,265.531,0.18134276190863,0.0725249645870778,0.0753846367942936,272.073444444444,49.3385498575499,27
"27099",1382.89,138,162,0.17,0.6,35.12,80.5,0.995,0.147,73.72,0.35,10.5,32.6,42.7,779,798,28.45,0.0073,476537,485977,67.055,0.1732533398262,0.252825769639399,0.143428694688966,74.5406818181818,12.9144220779221,22
"28003",405.595,144,95,0.14,0.517,24.85,33.4,0.938,0.1206,44.3,0.31,11,33.7,41.4,726,731,34.21,0.5917,402926,292047,79.659,0.121605493744511,0.103105409855315,0.101489796905362,82.9697368421053,10.0895758145363,57
"28007",4395.425,136,140,0.07,0.511,86.14,46.1,0.954,0.1237,132.23,0.32,10.5,32.2,40,751,761,33.82,0.1176,410835,319153,249.102,0.243500729734603,0.334968337997363,0.223600011395438,269.58334375,65.6437409274193,32
"28009",7466.405,142,134,0.06,0.497,96.63,53.7,0.944,0.1158,159.55,0.31,10.6,32.5,41.1,760,771,34.23,0.105,425256,326248,440.397,0.196022257050771,0.279967400376871,0.198643659032006,467.901338461538,91.7190764423077,65
"28015",528.1825,77,68,0.2,0.738,39.39,32.7,0.904,0.1188,62.61,0.27,11.4,32.3,41.4,650,652,18.92,0.0705,460693,370341,9.846,0.194316725092718,0.138126497391242,0.172284134124342,10.3280263157895,2.00690825035562,38
"28018",884.065,217,157,0.14,0.511,52.73,91.9,0.976,0.0748,87.71,0.42,10.4,34.3,43.1,935,935,30.17,0.0143,408549,349044,113,0.135571146317974,0.0855099073116754,0.0409949872759466,117.154049180328,15.8827087431694,61
"28019",3066.705,120,126,0.04,0.508,58.18,34.2,0.948,0.1319,96.55,0.31,10.6,31.8,39.4,707,722,34.72,0.1544,408823,309054,176.161,0.171931949922162,0.228306669200727,0.249408523318679,185.754483870968,31.9371306187203,62
"28022",8209.425,134,122,0.06,0.496,129.73,51.6,0.946,0.131,202.13,0.3,10.6,32.3,40.9,747,756,34.76,0.0994,429407,327745,426.126,0.144230868967587,0.230761627295868,0.342997652852182,431.399545454545,62.2211313131313,55
"28023",152.28,340,122,0.12,0.649,16.46,117.7,0.976,0.0231,26.54,0.52,10,37.4,51.1,1165,1202,14.32,0.0229,411221,374539,16.81,0.210734525546772,0.310248536957229,0.138707689791461,19.5723220338983,4.12456399766219,59
"28024",417.0125,117,240,0.03,0.388,28.1,40.6,0.953,0.0885,55.23,0.28,11.1,30.7,40.5,634,648,41.93,0.0225,476502,316706,33.633,0.313281091694237,0.319797181693343,0.352130935327516,39.9131785714286,12.5040441558442,56
"28026",371.5775,108,256,0.09,0.442,23.99,26.8,0.982,0.1401,40.21,0.3,10.7,31.7,39.5,653,680,39.46,0.0779,437209,299082,46.049,0.278538004482992,0.16789957007901,0.129807211981327,47.1189285714286,13.1244123376623,56
"28027",183.7025,100,161,0.14,0.421,16.76,52.4,0.925,0.0654,33.98,0.35,10.6,31.4,39.6,708,719,35.39,0.1549,446001,347002,18.258,0.289028870562321,0.243130309716559,0.136700545850515,21.798875,6.30050422077922,56
"28033",7.915,408,108,0.22,0.347,3.14,166.7,1,0.0075,6.11,0.52,10.5,41.6,55.6,1346,1361,42.5,0,404549,368132,4.138,0.235182611687392,0.366802498834571,0.312282051585983,4.797875,1.12837677304965,48
"28035",118.32,88,134,0.28,0.691,10.95,43.4,0.957,0.0684,20.23,0.35,10.8,31.9,40.7,687,693,19.6,0.277,454563,347111,13.365,0.151326714138244,-0.117298650686035,0.0316840902321158,12.82671875,1.9410252016129,32
"28039",73.6825,168,77,0.23,0.518,8.09,44.4,0.948,0.066,16.83,0.3,11.1,34.5,44,781,792,34.91,0.4537,402619,281196,31.924,0.236992657102549,0.236834864703012,0.089494215122121,37.80975,8.96063311688312,56
"28040",58.515,185,228,0.19,0.413,8,68.3,0.969,0.0561,15.68,0.44,9.9,32.3,41.6,861,878,33.94,0.1578,389787,351444,11.5275,0.236443772745409,0.405446068427936,0.250171850157872,13.4267857142857,3.17467987012987,56
"28041",37.04,327,110,0.22,0.311,8.54,86.2,1,0.0328,16.63,0.44,10.1,35.4,44.5,1085,1065,47.08,0.0045,405264,353964,26.313,0.213443939308809,0.28388817912446,0.331307461180894,28.1400789473684,6.0063293029872,38
"28043",344.365,335,139,0.12,0.436,24.07,158.7,0.909,0.0258,42.68,0.41,9.9,38.5,54,1170,1180,37.49,0.0061,418886,383583,88.1655,0.258656994534773,0.246062041204983,0.17652345358622,95.4212291666667,24.6813683510638,48
"28049",75.375,97,89,0.24,0.729,10.57,34.2,0.942,0.0904,19.66,0.38,11.3,32.4,42,664,648,15.71,0.066,451974,381775,5.668,0.297178285798859,0.151603330423881,0.117804676927538,6.35456603773585,1.88843904208999,53
"28053",268.595,119,15,0.04,0.481,15.49,24.5,0.952,0.1281,29.32,0.32,10.6,30.4,37.8,698,708,36.89,0.1054,389928,310002,28.138,0.254494152181588,0.238251836351538,0.229756041966632,31.0472745098039,7.90134980392157,51
"28056",91.895,114,119,0.16,0.355,15.25,38.4,0.962,0.0774,27.94,0.3,11,31,39.4,672,688,43.22,0.0767,450442,307232,12.025,0.215320680272109,0.0152410625284072,0.0755028566724349,11.5294117647059,2.48252078431373,51
"28058",38.5175,208,185,0.21,0.446,9.19,92.9,0.977,0.0304,16.74,0.36,11.2,34.9,42.6,895,872,31.03,0.021,422845,349881,10.6,0.145001985308716,-0.0456490283633879,-0.0216576167286392,10.3323076923077,1.49820512820513,13
"28061",136.335,230,232,0.11,0.437,11.95,92.3,0.927,0.0527,23.09,0.44,10.2,35,43.2,976,982,35.2,0.0288,396765,356766,27.0935,0.225255732147186,0.219345471520074,0.18222483652266,30.5212272727273,6.87508139534884,44
"28080",795.1,132,79,0.11,0.48,29.29,30.5,0.945,0.1176,53.49,0.3,10.8,32.9,40.8,716,722,36.22,0.3826,410266,287273,117.175,0.181580391913638,0.230497039944529,0.123451521816649,122.244571428571,22.1972171893147,42
"28082",180.5575,103,64,0.1,0.446,12.36,26,0.982,0.1137,23.04,0.3,10.8,31.3,38.5,637,668,39.95,0.0444,449049,294044,16.205,0.183077059288781,-0.0205850026858188,0.0545898922216052,16.56852,3.03331591836735,50
"28085",1051.0225,259,131,0.12,0.536,52.56,117.3,0.949,0.0396,90.38,0.39,10.2,36.3,48.2,1012,1017,26.16,0.0308,423861,368306,135.2895,0.17732068685755,0.240973971232,0.24869507489426,145.555727272727,25.8100415360502,88
"28086",126.21,123,285,0.15,0.358,12.62,36.3,0.997,0.0737,26.35,0.29,11.9,32.8,40.9,642,666,43.28,0.0348,464833,296494,21.295,0.28570348868131,0.0626828841564556,0.00117170073829255,19.3103243243243,5.51702702702703,37
"28091",228.2325,71,79,0.26,0.731,18.39,31.5,0.957,0.0908,40.05,0.3,11.4,31.7,41.8,646,626,17.71,0.0715,455874,383901,11.605,0.256932966001535,0.319824954242557,0.271507343249151,13.8163428571429,3.54987394957983,35
"28095",1429.23,120,83,0.05,0.49,38.52,29.6,0.938,0.1287,70.49,0.3,10.7,32.5,40.3,691,704,35.86,0.2497,418588,292945,129.715,0.229446441386772,0.167993118524765,0.11902373399325,145.30472972973,33.3396531531532,37
"30003",199.49,80,209,0.2,0.805,21.55,39.3,0.963,0.0809,42.03,0.29,11.1,32.6,39.8,667,704,21.91,0.0088,526134,376047,16.298,0.287112645928228,0.0758670020179343,0.0699448894785608,17.2178360655738,4.94345846994536,61
"30004",60.0875,65,92,0.27,0.529,9.35,53.3,0.979,0.0605,17.34,0.29,11.3,34,41.3,686,696,32.47,0.0059,534388,371030,7.128,0.226038908608248,0.0372447508849775,0.0710244291794851,7.12640983606557,1.61084590163934,61
"30006",51.5275,58,83,0.32,0.786,14.35,27.9,0.964,0.1063,24.88,0.23,11.3,31.7,41.7,601,629,18.51,0.0393,500529,343853,1.758,0.303829844917501,0.213125172244218,0.133205388699862,2.03576315789474,0.61852560455192,38
"30013",23.88,52,69,0.54,0.859,6.2,19,0.962,0.1187,11.51,0.26,11.9,32.4,40.5,605,609,5.68,0.0794,500445,367276,0.643,0.360936756130749,0.442226566925584,0.370113165443339,0.821936170212766,0.296666975023127,47
"31004",708.005,104,99,0.17,0.478,44.77,47.7,0.925,0.0867,80.15,0.29,12,31.1,40,632,638,37.93,0.0182,483677,298565,34.7995,0.297175363664916,0.201402036985001,0.1783065719608,38.6621428571429,11.4894363636364,56
"31005",419.6225,111,98,0.11,0.352,34.81,50.9,0.971,0.098,58.21,0.3,12.1,31.7,40.4,636,644,45.06,0.0131,477728,293383,37.24,0.295078003580492,0.265158650260706,0.2129276471495,41.6647540983607,12.2943524590164,61
"32010",1516.08,93,91,0.1,0.507,74.13,36.2,0.915,0.0984,121.32,0.28,12.2,30.7,39.3,620,626,36.56,0.0492,483491,272913,62.043,0.191256274754925,0.169748996078181,0.244225410374199,64.788,12.3911115288221,57
"33005",387.665,114,148,0.06,0.466,22.31,27.4,0.983,0.1108,39.99,0.31,10.3,30.4,38.4,655,667,37.29,0.0137,467160,231972,21.8,0.178251676579334,-0.111681236358139,0.201687698132156,21.2277142857143,3.78387566137566,28
"33007",147.39,58,271,0.09,0.835,18.3,23.4,0.926,0.133,41.53,0.26,11.1,29.2,37.8,683,688,16.57,0.0059,582923,315881,3.6,0.228823674475956,0.0259374199107771,0.0221076607077123,3.46158536585366,0.79209268292683,41
"33011",129.345,39,352,0.12,0.688,17.28,17.4,0.985,0.1459,30.12,0.28,10.7,27.5,34.9,596,602,26.08,0.0081,599505,278200,4.036,0.314009716457285,0.00654043518312393,0.049739210805332,3.92874193548387,1.23366314119514,62
"33014",274.04,59,19,0.16,0.817,17.86,23.3,0.944,0.1096,32.71,0.27,10.6,28,36.8,593,608,18.4,0.0353,583069,266085,7.76,0.220546174552863,0.0774112364243424,0.204504072413346,7.88780952380952,1.73962621607783,63
"33019",311.37,39,221,0.08,0.729,27.54,13.9,0.932,0.1901,45.99,0.31,11,28.2,35.4,620,636,23.94,0.0141,599013,291011,7.11,0.258068195861099,0.127001914040904,0.100208886543932,7.8452,2.02459661016949,60
"33029",95.4125,25,205,0.18,0.879,9.45,13.5,0.991,0.2259,19.14,0.23,11.1,28.4,36.3,628,633,12.39,0.0066,573508,305842,2.71,0.249308298855232,-0.0653066433351077,0.0570619582930152,2.73380701754386,0.681560776942356,57
"33031",70.0625,98,307,0.17,0.424,10.75,29.1,0.967,0.1439,21.62,0.31,10.4,29.1,37.4,629,621,40.87,0.0379,493718,237063,12.911,0.285178654384497,0.0521575688646039,0.101364944133091,12.98944,3.70431102040816,50
"33032",56.1625,57,333,0.13,0.932,10.88,25.6,0.983,0.116,21.59,0.24,11.1,30.6,38.3,688,694,6.01,0.0064,574860,333465,0.434,0.298872797627285,0.140557528099145,0.10096918670795,0.496327272727273,0.148338720538721,55
"33034",707.75,42,351,0.05,0.73,29.12,16.3,0.959,0.1632,50.63,0.29,10.9,28.2,35.3,607,618,23.98,0.0169,596477,281368,15.2,0.264911533257586,0.163624974104751,0.241303219245867,16.4132264150943,4.34805297532656,53
"33050",57.875,65,323,0.38,0.792,11.85,27.8,1,0.1018,20.28,0.26,10.9,30.9,37.7,577,589,20.59,0.0457,565076,262300,1.351,0.243262677642858,0.0689714892067942,0.00775286941568885,1.44034693877551,0.350382653061225,49
"33051",140.0175,93,29,0.04,0.637,12.81,40.5,0.993,0.0518,22.76,0.29,10.8,29.1,36.7,599,611,31.24,0.0253,551710,236033,7.805,0.248917848752826,-0.0932573938985967,0.11346998314053,7.65114814814815,1.90450733752621,54
"33054",48.53,52,288,0.15,0.895,9.57,28.4,0.944,0.1184,17.78,0.24,11,29.9,37.6,686,694,9.74,0.0053,574755,325733,1.129,0.227301114028451,0.19519851900677,0.242277701458481,1.24723404255319,0.283497687326549,47
"34005",72.11,46,63,0.15,0.603,14.34,20.3,0.973,0.1578,25.48,0.31,11.3,28.6,36.1,649,644,32.65,0.0288,605696,311919,3.11,0.29198546782557,0.245455712551024,0.176565385130146,3.4534262295082,1.00835027322404,61
"34012",83.8675,48,25,0.13,0.93,8.52,26.8,0.997,0.0983,17.01,0.3,11.1,30.9,38.9,668,676,6.29,0.0049,584690,337532,1.02,0.2568541203246,0.0410367871262728,0.125313678298778,0.973473684210526,0.250040726817043,57
"35008",125.8525,63,67,0.16,0.395,8.9,24.6,0.996,0.0987,17.83,0.28,10.5,26.7,34,577,606,43.41,0.0283,601906,259648,14.499,0.294634584945343,0.0568489341209789,0.0649049174397557,15.252224137931,4.49383272837266,58
"36003",56.72,60,145,0.13,0.549,9.15,26.6,0.993,0.0935,16.22,0.26,10.4,25.5,32.2,566,602,37.7,0.0123,593969,242048,3.85,0.309730077566023,0.0900483764511917,0.155788066617583,3.85836507936508,1.19505171530978,63
"36004",50.3275,80,183,0.18,0.456,9.57,28.5,1,0.065,20.8,0.28,10.3,25.6,33,589,608,40.53,0.0057,586647,250956,4.7985,0.300727398482093,0.181247271093553,0.235256772946553,5.57671428571429,1.67707077922078,56
"36007",58.16,65,70,0.1,0.529,7.14,26.1,0.996,0.0789,13.64,0.25,10.5,27.3,34.1,560,563,36.21,0.0036,581019,240359,4.63,0.374322391773923,0.114341672617302,0.0758101074041147,5.44494827586207,2.03816606170599,58
"36008",222.82,89,121,0.12,0.397,22.13,33.3,0.994,0.0684,41.22,0.26,10.7,28.7,36.3,589,606,42.95,0.0234,569914,247315,16.251,0.259238863018743,0.116869027863645,0.131295155296926,18.1088225806452,4.6945105764146,62
