"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","Easting","Northing","QMED","Lcv","LSkew","LKurt","L1","L2","N"
"71013",39.05,231,317,0.25,0.423,6.47,95.2,0.938,0.0355,11.54,0.51,11.9,43.8,60.3,1340,1332,36.71,0.1388,369919,422786,28.778,0.162575276588446,0.276540944373018,0.273339087627144,30.47252,4.95407836734694,50
"71014",136.2075,163,311,0.24,0.418,18.89,76.9,0.946,0.0645,32.1,0.51,11.1,40.3,53.8,1199,1154,38.85,0.1375,366053,425519,90.5325,0.208756732344347,0.257499771125001,0.208842196103444,99.1562916666667,20.6995434397163,48
"72004",985.3725,275,283,0.1,0.382,39.57,137.2,0.997,0.0689,74.98,0.64,11.5,50.5,68.3,1521,1523,43.71,0.0043,366471,482804,729.715,0.181645380023661,0.176143525953273,0.163833995107706,769.849672727273,139.839636363636,55
"72005",219.235,317,115,0.03,0.39,21.58,174.5,0.995,0.0484,35.76,0.71,12,55.1,78.2,1670,1633,40.85,0.0019,362069,503090,271.444,0.191343421616333,0.121685755852467,0.178195385192114,271.395351851852,51.929715234102,54
"72007",31.51,196,219,0.38,0.318,9.6,109,1,0.0529,15.48,0.6,11,43.1,57.8,1361,1371,49.42,0,356444,444791,28.972,0.191315293976802,0.223001810661555,0.13227502065111,33.2092444444444,6.35343636363636,45
"72014",28.9925,131,270,0.32,0.427,7.39,93.4,0.975,0.0822,14.2,0.6,10.6,40.2,51.3,1183,1257,35.96,0.0064,351620,459069,16.9705,0.22768246438044,0.133211021467513,0.116051690146362,17.5476785714286,3.9952987012987,56
"72015",140.83,318,46,0.07,0.392,10.49,145.9,0.993,0.0549,20.14,0.71,12.1,55.4,80,1630,1597,39.48,0.0022,363047,505308,198.55,0.150814234872615,0.119966503089464,0.198024491350088,199.172022727273,30.0379762156448,44
"73002",72.335,212,146,0.21,0.412,9.27,197.6,0.73,0.0518,18.93,0.71,12.2,61.6,85.2,2152,2152,50.41,8e-04,329400,495201,21.194,0.174181764042098,0.194295569293352,0.159092590212303,22.7965192307692,3.97073793363499,52
"73005",212.24,234,178,0.16,0.467,19.24,153.4,0.976,0.0739,33.63,0.71,11.5,54.1,74.7,1726,1758,38.11,0.0179,350610,499237,165.082,0.21358650799241,0.2747412275178,0.197294229854551,183.271090909091,39.1442323232323,55
"73008",127.4275,136,243,0.21,0.489,14.19,88,0.952,0.0931,29.33,0.68,10.5,43.7,56.7,1294,1305,33.01,0.0097,355396,484837,37.4,0.209813334659744,0.298036418919893,0.27141203738959,40.8550185185185,8.57192767295597,54
"73009",34.695,334,158,0.18,0.391,10.17,224.5,0.997,0.0609,18.39,0.71,12.2,61.3,86.6,2013,2069,44.14,0,349717,503263,43.655,0.178057366934383,0.185167306913664,0.169610253171789,46.9382777777778,8.35770614954577,54
"73010",247.9725,229,172,0.13,0.452,21.47,218.9,0.694,0.0524,36.23,0.71,12.7,67,92.3,2172,2210,46.57,0.0059,335815,501820,72.329,0.179328273980699,0.294745004437085,0.217778397968495,78.6467619047619,14.1035880665519,84
"73011",65.4425,231,214,0.16,0.468,10.65,138,0.993,0.0615,20.56,0.71,11.1,50.5,69.3,1599,1674,36.87,9e-04,355573,498635,57.76,0.184485303429873,0.186223896111364,0.122112440284459,62.4948888888889,11.5293885394829,54
"73012",183.22,257,177,0.17,0.451,13.64,165.5,0.972,0.0712,25.83,0.71,11.7,55.7,77.2,1787,1824,39.87,0.0052,350452,500549,144.086,0.202480283495899,0.258670759790241,0.233273510785667,159.61,32.3178780487805,42
"73015",30.0425,93,265,0.13,0.455,6.15,83,0.976,0.0744,11.48,0.6,10.5,41.7,53.5,1158,1195,35.79,0.0029,354954,472815,12.421,0.204465739293968,0.189319359400881,0.200701771898869,12.9550303030303,2.64885984848485,33
"73017",70.62,272,169,0.21,0.41,10.06,177.5,0.948,0.0602,20.66,0.71,12.2,59.5,82.5,1919,1902,43.29,0.0015,345979,501886,67.8805,0.197372378685572,0.345799477349215,0.261611412032396,77.8350416666667,15.3624873188406,24
"74001",85.255,315,156,0.09,0.303,11.09,210.3,0.985,0.0465,22.05,0.71,12.7,62.4,84,2267,2351,53.69,0,321479,496480,120.9135,0.153623485723797,0.245912201396928,0.166771830757461,128.541089285714,19.7469301948052,56
"75002",661.92,271,313,0.13,0.426,35.04,208.7,0.844,0.0746,67.37,0.63,11.7,54.5,73.1,1810,1914,41.92,0.004,321059,523738,203.936,0.167231015277527,0.218764356923945,0.343054952841548,211.59486,35.3852232653061,50
"75003",363.035,334,331,0.13,0.427,21.09,247.4,0.789,0.0768,41.53,0.63,12.3,61.8,83,2064,2155,44.49,0.0026,327779,521980,104.5065,0.232299019778301,0.374243522829003,0.394962423267037,116.384517857143,27.0360094155844,56
"75004",116.165,300,318,0.15,0.469,12.26,289.7,0.83,0.0486,23.42,0.63,11.9,56.1,76.6,1976,2157,40.13,3e-04,316121,520976,52.738,0.279269575611777,0.372042456073524,0.244271068543411,65.0244642857143,18.1593545454545,56
"75005",237.2375,365,334,0.13,0.389,15.96,245.8,0.846,0.0627,30.59,0.64,12.6,66.4,89.9,2238,2372,47.61,0.0029,330426,519656,105.2,0.226655584239219,0.43571667399423,0.432306237168583,118.193068181818,26.7891189217759,44
"75009",146.9875,378,327,0.09,0.36,13.64,227.1,0.91,0.0522,25.88,0.63,12,60.6,81.2,2025,2116,47.22,4e-04,333183,522357,110.942,0.242604267503786,0.306368812734154,0.271009840867306,119.070577777778,28.8870303030303,45
"75017",102.565,164,322,0.3,0.481,15.96,78.4,0.982,0.072,31.13,0.62,10.7,39.9,51.5,1106,1152,34.38,0.0064,319585,538599,34.958,0.163373544676849,0.308359642097081,0.365090256532081,36.755,6.00479463459759,47
"76001",32.3375,463,68,0.22,0.439,6.1,293.6,0.645,0.0153,10.49,0.71,13.2,70.2,97.1,2438,2400,54.31,0,347035,513023,16.67,0.412245641648946,0.123486410145574,0.101056946271123,17.5789772727273,7.2468567653277,44
"76002",1374.845,284,330,0.08,0.499,62.71,124.8,0.955,0.0619,107.5,0.65,10.9,42.8,58.4,1272,1326,36.88,0.005,360654,522446,413.42,0.190712064327068,0.301847161708631,0.235534953373399,466.293487179487,88.9277935222672,39
"76003",406.99,333,46,0.2,0.435,26.3,187.9,0.86,0.0621,41.89,0.66,11.8,54.6,75.3,1768,1788,42.6,0.0084,346473,519213,200.3,0.207131992072968,0.235602209315809,0.182212418737262,214.152963636364,44.35792996633,55
"76004",156.1,360,48,0.26,0.38,19.03,153.2,0.901,0.0549,30.52,0.69,12.3,57.4,79.9,1828,1810,45.63,0.0015,350891,515615,118.366,0.235430590263472,0.156798309468343,0.0695599688192231,132.343049180328,31.1576021857923,61
"76005",618.2075,283,322,0.11,0.464,30.72,98.8,0.998,0.06,62.7,0.66,10.7,41,56.4,1142,1211,37,0.0039,371162,515039,295.4,0.236571129284306,0.37030200626218,0.327113956274602,336.386319148936,79.5792913968547,47
"76007",2276,248,329,0.08,0.493,62.12,103.3,0.971,0.0741,125.17,0.64,10.7,39.9,53.7,1182,1224,37.8,0.0082,355831,534240,639.356,0.198613385999478,0.233539734313677,0.228553839828078,678.343071428571,134.728014285714,56
"76008",333.42,225,220,0.14,0.403,27.74,76,0.994,0.0671,64.38,0.62,10.4,35.1,46.5,1073,1072,46.46,0.0027,359555,566485,154.499,0.138985858717068,0.092187182092084,-0.0671430763537654,163.866035714286,22.7750616883117,56
"76010",157.5825,161,28,0.22,0.614,27.5,51.5,0.993,0.0768,48.14,0.64,10.2,32.4,43,940,933,30.52,0.0074,346103,539272,33.117,0.224530151513233,0.27392466146569,0.152558487376306,38.3990909090909,8.62175369978858,44
"76011",1.63,305,160,0.46,0.274,1.3,47.2,1,0.0736,2.21,0.62,10.6,39.2,52.4,1096,1162,58.93,0,369387,578507,1.8265,0.170352139156253,0.296134196726727,0.273812321462308,1.97852173913043,0.337045410628019,46
"76014",66.8225,395,309,0.2,0.362,10.34,149,1,0.0296,23.33,0.68,11.7,51,71.2,1492,1387,45.76,0.005,378420,503112,89.115,0.164127566987026,-0.0466465821121299,0.0451200158034128,90.94275,14.9262122926093,52
"76015",149.3575,390,36,0.15,0.401,13.55,302.9,0.744,0.0383,23.74,0.67,12.2,62.8,85.9,2149,2198,48.69,6e-04,340745,517219,59.677,0.231860957923963,0.351048144190085,0.457434567626698,65.1284893617021,15.1007539315449,47
"76017",1371.6975,284,330,0.08,0.499,61.17,124.9,0.955,0.0615,105.81,0.65,10.9,42.8,58.4,1273,1327,36.89,0.0049,360686,522370,481.805,0.281140059343545,0.402011130234337,0.283273679748832,606.219904761905,170.4327,21
"76019",63.0875,174,4,0.4,0.45,8.96,40,1,0.0796,17.67,0.63,10.4,34.5,44.3,983,1007,38.24,4e-04,341342,540125,42.4955,0.21477909575155,0.311508164555386,0.1709802808891,47.9077083333333,10.2895742753623,24
"76021",223.025,352,304,0.15,0.414,13.54,117.8,0.997,0.0471,29.71,0.66,11,45.1,62.5,1270,1318,42.36,0.004,379230,508220,180.155,0.191776502866869,0.193726493787909,0.133215841301737,202.272695652174,38.7911501976284,23
"76022",249.6975,250,5,0.25,0.415,23.47,94,0.998,0.0781,45.99,0.62,11.1,42.1,54.4,1211,1299,39.77,0.0017,336395,538938,156.7515,0.190744624664473,0.211699693602865,0.153124720385982,169.967923076923,32.4204676923077,26
"76023",33.9125,287,59,0.2,0.411,7.55,101.3,0.999,0.0723,12.91,0.64,10.9,46.2,64.3,1429,1526,36.35,0,341782,525858,35.266,0.183951281287077,0.237914918900699,0.281242396563029,38.0748260869565,7.00391304347826,23
"78003",925.03,226,170,0.14,0.463,43.62,125.6,0.989,0.0769,77.44,0.62,11.1,41.2,54.8,1350,1446,38.99,0.0025,310271,593596,314.6665,0.106605401873701,0.226349883165316,0.1685388192125,320.210321428571,34.13615,56
"79004",142.6825,319,106,0.16,0.406,13.63,196,0.999,0.0319,27.23,0.66,11.6,47.2,64.8,1627,1730,41.97,6e-04,276653,598777,147.5025,0.136009647661785,0.150171298208998,0.123322321296688,153.480166666667,20.8747833914053,42
"79005",237.225,216,111,0.13,0.468,23.35,129.8,0.985,0.0622,43.72,0.64,11.4,45.1,59.1,1422,1464,37.26,0.0012,279568,586239,108.4685,0.150966353423613,0.265193899270255,0.166227850231941,121.1577,18.2907361581921,60
"79006",469.04,328,33,0.07,0.35,32.06,154,0.99,0.0408,58.83,0.68,10.8,46.3,63.6,1485,1580,44.47,0.0023,272070,610775,361.0195,0.164201523724788,0.145005327521314,0.089821427126704,382.117910714286,62.7443431818182,56
"81002",366.21,238,204,0.23,0.322,23.78,118.7,0.932,0.0697,45.88,0.69,11.9,50.2,65.9,1757,1713,50.86,0.0017,237614,579411,208.969,0.16608809663234,0.153672896440914,0.175352017484411,223.792754098361,37.169312568306,61
"81003",170.6975,182,165,0.18,0.295,16.04,71.7,0.977,0.0584,32.54,0.58,11.5,43.5,56.9,1504,1419,54.88,2e-04,216028,569858,134.2,0.129124309482289,0.0986543462224995,0.141979742825899,135.584859649123,17.5073013784461,57
"83002",91.2125,201,151,0.3,0.356,10.37,94.9,0.944,0.0769,20.17,0.61,10.9,48.5,63.2,1715,1692,43.85,0.0221,229301,655015,68.045,0.0893587980130282,0.135174501087673,0.477158800718829,67.6118571428571,6.04171428571429,7
"83005",367.5725,151,241,0.24,0.362,27.56,55.5,0.98,0.0813,52.58,0.6,9.4,37.3,52.8,1228,1211,42.41,0.0271,249487,638574,200.4925,0.144829501485789,0.196430821975975,0.179726438666077,210.7673,30.5253229885057,30
"83006",579.035,219,288,0.15,0.335,41.43,74,0.992,0.0582,69.48,0.62,9.4,36.2,51.7,1212,1221,46.09,0.0061,256488,622724,256.557,0.151658568780964,0.177509966657098,0.0718972074432399,284.214957446809,43.1036336725255,47
"83010",75.4775,232,226,0.14,0.424,9.5,77.7,0.996,0.0437,18.09,0.6,9.5,39.7,56.9,1339,1352,42.6,0.0082,257651,639023,54.178,0.145354083385963,0.103616621580212,0.0736729079728819,54.535829787234,7.92700555041628,47
"84001",335.2125,138,166,0.12,0.409,20.69,77.6,0.951,0.1124,37.88,0.58,9.2,37.2,50.9,1258,1257,40.58,0.0657,265025,674724,80.498,0.106249245169082,0.255044362873315,0.339821307195235,82.5285245901639,8.76859344262294,61
"84003",1093.1025,318,22,0.05,0.409,48.31,116.3,0.97,0.0645,95.12,0.6,9.5,37.5,51.8,1165,1181,41.73,0.0039,293280,631850,284.1915,0.153734449210929,0.243188006877924,0.198706199399366,308.212970588235,47.3829512730466,68
"84004",742.265,343,357,0.05,0.407,42.94,135.1,0.964,0.0625,78.33,0.6,9.8,39.5,54.1,1223,1249,42.58,0.0021,295914,628171,214.838,0.180945680559436,0.254688716267031,0.173689505025311,231.642632352941,41.9147337576822,68
"84007",92.3175,189,260,0.28,0.34,15.9,47.4,0.985,0.0581,28.15,0.58,8.3,30.2,41.7,928,911,41.65,0.0644,283792,657917,20.524,0.251722274203313,0.278778881461443,0.185396659505229,22.1573170731707,5.57749024390244,41
"84012",236.2575,146,9,0.25,0.425,20.35,63.9,0.927,0.0827,36.66,0.6,9.7,40.6,56.5,1306,1270,38.16,0.1277,254656,655442,104.8955,0.122440970746866,0.173968215512012,0.214293187471663,110.002827586207,13.4688529945553,58
"84013",1901.2275,265,356,0.06,0.392,60.56,92.3,0.958,0.0659,128.37,0.59,9.2,35.8,49.7,1128,1135,41.85,0.0301,285412,639653,428.866,0.161769491309354,0.241522920546603,0.220770180053934,472.22705,76.3919296610169,60
"84014",263.0675,245,37,0.15,0.384,23.4,62,0.986,0.0568,43.09,0.59,9.2,37.8,53,1264,1269,44,0.0102,268833,641743,162.681,0.172597586627837,0.127780395892152,0.141309088040635,175.027423728814,30.2093109292811,59
"84017",103.1575,175,85,0.09,0.416,12.15,89.3,0.786,0.0545,24.8,0.61,10.9,50.9,69.9,1790,1755,42.39,0.0166,234788,659867,33.72,0.180935637249846,0.308792412645976,0.264868431882834,36.7639818181818,6.65191447811448,55
"84018",938.3625,330,7,0.07,0.404,42.73,126.2,0.966,0.0616,84.89,0.61,9.6,38.5,53.3,1205,1225,42.3,0.0024,293416,628982,247.852,0.172936436408946,0.216503434877162,0.182132525502327,279.713363636364,48.3726323232323,55
"84020",51.925,274,171,0.33,0.373,8.2,143.7,0.991,0.0527,15.32,0.59,10.2,42.8,58.9,1560,1570,45.24,0.0101,261410,679736,54.245,0.131821990678079,0.075296903223871,0.206468813401385,56.91,7.50198948948948,37
"84035",16.8125,170,296,0.17,0.35,4.72,56.9,0.978,0.0525,9.88,0.58,9.3,37.7,51.6,1184,1143,38.82,0.2642,261964,654978,20.128,0.128068279500544,0.0364826138405825,0.210397824988642,20.10840625,2.57524899193548,32
"84040",251.805,418,7,0.08,0.32,17.9,183.1,0.937,0.0433,34.8,0.71,11,47,64.8,1540,1605,47.91,0.0013,295773,614376,142.586,0.21397907417509,0.241802389792243,0.0808708550481824,162.870333333333,34.8508431372549,18
"85001",786.105,238,188,0.13,0.514,31.32,179.6,0.681,0.0549,64.99,0.71,10.7,50.3,69.7,2023,2040,44,0.0037,240564,696549,124.173,0.108918186408424,0.0931580229596709,0.207250537157971,124.595139534884,13.5706766334441,43
"86002",138.67,298,238,0.09,0.35,15.14,302.9,0.836,0.0328,29.96,0.75,11.6,54.1,77.5,2470,2578,48.89,0,212330,694235,80.978,0.0917975018803862,0.236896720194904,0.193233522918492,84.1947894736842,7.72887134502925,19
"90003",69.21,511,285,0.07,0.337,11.91,441.8,0.998,0.0351,21.04,0.81,16.4,94.1,160.8,2913,2663,47.03,6e-04,216794,769202,121.753,0.115481808158765,0.0882403741254124,0.139003208680584,123.32987804878,14.2423573170732,41
"91802",6.5225,623,1,0.33,0.277,2.68,407.5,0.992,0.0031,4.69,0.83,14.4,70.4,105.7,2555,2411,53.32,0,226882,776154,6.35,0.153440218415097,0.257494408099424,0.196177855259955,6.90764705882353,1.05991087344029,34
"92002",8.1475,331,200,0.5,0.261,3.77,290.1,0.989,0.0086,7.41,0.8,12.5,54.6,75.9,2538,2570,53.79,0,181828,769656,13.5735,0.122215828347142,0.32048073098111,0.195841092055933,14.6920909090909,1.79560606060606,22
"94001",441.2125,311,5,0.1,0.416,25.98,222,0.665,0.0381,47.42,0.83,10.6,63.7,89.5,2273,2345,50.08,1e-04,199243,866282,115.06,0.147223181235034,0.119073071797295,0.110745093421636,117.302450980392,17.26964,51
"95001",138.4675,292,272,0.14,0.441,13.4,190.3,0.67,0.0344,26.13,0.77,10,57.2,85.5,2208,2019,45.87,0,223042,922196,38.449,0.162342516082008,0.102244742888177,0.0619325512233425,40.8440217391304,6.63072125603865,46
"96002",474.015,224,81,0.06,0.329,35.02,111.7,0.822,0.0698,56.74,0.73,8.7,40.4,55.3,1383,1485,52.34,0,260918,936912,134.326,0.181064039118005,0.283777747279927,0.248026531891938,144.489847826087,26.1619154589372,46
"97002",414.48,149,39,0.21,0.312,29.54,37.6,0.861,0.1083,58.44,0.58,8.4,33.8,46.9,1058,1020,55.23,3e-04,307127,945994,104.956,0.213799511489075,0.266214098380513,0.21933403388656,115.460921568627,24.685488627451,51
"106002",10.64,185,227,0.33,0.299,3.13,177.6,0.888,0.0235,5.42,0.76,9.5,37.7,51.8,1993,1677,53.36,0,111176,897141,17.4485,0.101731452894688,0.154382625878916,0.190722522614497,17.9966875,1.83082916666667,16
"201005",276.3825,159,232,0.1,0.415,22.04,64,0.989,0.0798,38.93,0.64,8.5,31.300001,41.399998,1144,1183,33.87,0.0034,58658.63923,536034.1128,89.663,0.169633240493716,0.383354957018209,0.280882353980388,100.278352941176,17.0105419607843,51
"202001",365.73,194,335,0.14,0.36,22.23,89.6,0.993,0.0595,44.42,0.61,8.3,38.2,51.5,1250,1241,42.01,0.0064,84306.92149,585645.5807,154.975,0.0867762985487908,-0.0510554294447758,0.0249371920152626,155.733125,13.5139441489362,48
"203010",964.71,110,85,0.08,0.374,42.2,75.9,0.976,0.1004,76.02,0.57,9.1,31.099998,41.6,1008,1032,37.37,0.0019,92626.25764,511898.462,134.233,0.0918881261387887,0.186474366378598,0.181977336064841,138.886939393939,12.7620606060606,33
"203011",243.565,169,226,0.14,0.426,17.78,57.9,0.993,0.1291,32.51,0.61,9,36.600002,50.2,1205,1268,34.81,0.0018,120342.903,566834.4073,48.3365,0.0826413165590257,0.0859827283536802,0.152551133791733,48.62175,4.01816543340381,44
"203018",277.7825,146,256,0.16,0.425,20.28,53.2,0.993,0.0894,33.56,0.52,10.4,36.9,48.600002,1075,1106,38.03,0.0255,128108.5784,543734.5604,80.859,0.177248184894895,0.249189761920587,0.197758032875219,84.7386226415094,15.019767053701,53
"203019",126.42,111,95,0.25,0.41,15.97,48.6,0.992,0.1524,28.48,0.6,8.3,32.8,44.4,1131,1128,35.11,0.0036,111385.3294,562395.8234,33.86,0.126897555014036,0.273944223988238,0.168133043045259,35.4889038461538,4.50345512820513,52
"203020",304.2,148,88,0.2,0.436,26.51,74.7,0.992,0.112,46.93,0.55,8.5,36.300003,48.5,1225,1230,39.42,0.0082,109572.2383,549194.7011,113.9475,0.0875715992955784,-0.0955598469366108,0.172117264289585,111.10416,9.72956897959183,50
"203022",183.935,140,84,0.1,0.399,16.07,78.2,0.977,0.0861,29.18,0.58,9,32,42.399998,1142,1143,37.2,9e-04,73355.42776,514660.6804,62.337,0.106485619427099,0.229025477381725,0.178855412672636,63.9593939393939,6.81075568181819,33
"203024",170.8925,132,53,0.16,0.364,20.82,77,0.992,0.0581,33.17,0.53,9.9,34.6,47.3,996,1021,38.23,0.0038,114993.2095,505133.4726,52.3775,0.0969240039134179,0.141072573568081,0.061908284519259,53.68905,5.20375769230769,40
"203028",100.4225,179,51,0.33,0.342,15.61,59.5,0.999,0.0929,27.37,0.61,8.2,35.4,49.1,1270,1277,41.8,0.0033,104789.5899,578598.7386,66.488,0.148112683002449,0.195853149176861,0.19955152897944,70.4520196078431,10.4348376470588,51
"203093",707.7925,158,224,0.11,0.416,35.09,55.6,0.995,0.1128,61.3,0.57,9.4,36.4,49.6,1154,1186,35.68,0.0109,122466.0467,547174.0107,201.2915,0.118078046076184,0.265837931621994,0.288811084017179,210.890725,24.9015647435897,40
"204001",298.9825,119,245,0.17,0.394,23.32,43.8,0.992,0.164,46.75,0.61,8.2,36.300003,48.600002,1116,1154,29.33,0.0026,112044.8217,594898.0851,62.5335,0.0860467976309264,0.143076460225077,0.134077824479843,65.05386,5.59767632653062,50
"205004",493.145,102,304,0.05,0.439,37.8,59.9,0.983,0.0975,77.62,0.52,10.4,36,46.9,916,948,38.83,0.0321,144874.1665,524879.9353,75.107,0.19624724409266,0.246798541567926,0.172871473701213,84.4620588235294,16.5754462745098,51
"205005",73.7225,100,231,0.09,0.366,10.5,55.8,0.934,0.1065,18.94,0.52,10.5,37.9,48.600002,946,937,44.85,0,137980.3443,517393.5087,14.495,0.206126514890851,0.302131329470555,0.288943727099926,16.4122352941176,3.3829968627451,51
"205008",84.97,168,337,0.18,0.326,11.7,86.5,0.992,0.0694,19.21,0.53,10.7,40.9,53,1016,1082,44.9,0.0013,134228.0714,508899.3349,27.176,0.139270830469487,-0.0654312622501072,0.104896770803652,26.7230204081633,3.72173724489796,49
"205011",186.2125,95,85,0.15,0.345,15.16,66.3,0.96,0.1041,29.58,0.53,10.4,38.699997,51,968,971,44.65,0.0113,155232.2197,505423.1133,41.317,0.149389659377588,0.188455891972113,0.0869219590036978,41.3627209302326,6.17916279069767,43
"205020",61.395,83,130,0.21,0.433,8,64.5,1,0.0637,15.86,0.52,10.4,36.199997,47.7,933,961,37.13,0.0458,157908.5319,524173.2866,18.703,0.183954301963299,0.238444631407319,0.218466179353071,20.124525,3.70199294871795,40
"206001",120.465,97,274,0.14,0.547,17.35,75.6,0.972,0.064,30.63,0.53,10,36.9,49.4,975,1065,23.69,0.0036,117398.5332,488810.2061,19.972,0.193105447578301,0.177880415277587,0.156779032225642,21.6693333333333,4.18446631205674,48
"206006",14.4375,385,146,0.28,0.267,3.44,270.8,0.981,0.023,7.04,0.53,11.6,61.399998,76.9,1704,1565,51.72,0,142156.9,480831.5,15.33,0.189212465610907,0.0517233632085476,0.2487549900401,15.1420833333333,2.86507092198582,48
"236005",313.58,147,235,0.06,0.373,24.72,74.6,0.987,0.0819,46.29,0.58,9.2,32.8,43.699997,1156,1137,39.02,0.0012,42614.26371,500116.3024,109.461,0.0904756450328654,0.14921765296362,0.127683107611919,113.920268292683,10.3070097560976,41
"236007",167.5025,140,91,0.06,0.392,24.02,103,0.888,0.1622,47.08,0.6,9.5,35.5,47.9,1330,1363,31.34,6e-04,30317.5874,505239.6369,24.8945,0.0813505841394403,0.0648919316842511,0.131083379934802,25.5175,2.07586353077817,42
